Key	Value
采取处世手段解决问题，某些时候可以收获吸引力或影响值。	Usar habilidades sociais para resolver problemas pode, às vezes, gerar carisma ou influência.
暂无目标，请先邀请或者随机一个目标	Sem alvo. Convide ou selecione aleatoriamente um alvo.
背景故事 {0} 数据写入中...	A história de fundo de {0} está sendo escrita...
请阅读提示({0}秒)	Por favor, leia a dica ({0} seg).
正在准备工具，去执行缝纫作业	Preparando ferramentas para realizar uma tarefa de costura.
在工作之时，正累的气喘吁吁	Trabalhando; ofegante de cansaço.
有资源未下载完成，退出将被取消，确定要退出吗？	Alguns recursos ainda não foram baixados. Sair agora cancelará o download. Deseja sair?
运气不错，钓到了一条极为珍稀的{0}	Que sorte! Pescou um(a) {0} extremamente raro(a).
地图种子	Semente do Mapa
妖兽	Monstro
{0}之墓	Túmulo de {0}
五行蕴养:\n	Nutrição dos Cinco Elementos:\n
火劫	Tribulação de Fogo
\n下载失败，请尝试重新下载	\nFalha no download. Por favor, tente novamente.
是否确定删除该思绪片段，删除以后无法恢复。	Tem certeza de que deseja excluir este Fragmento de Pensamento? A exclusão será permanente.
蓝图中存在未解锁建筑!	Existem edifícios bloqueados na planta!
形成了新的{0}：{1}	Formou-se um(a) novo(a) {0}: {1}.
外门杂物	Objetos Diversos da Seita Externa
五行：相生\n	Cinco Elementos: Interação Harmônica\n
{0}\n[color=#9e6404]不能共存：[/color]	{0}\n[color=#9e6404]Não pode coexistir:[/color]
\n影响值x{0}	\nValor de Influência x{0}
芸芸众生	Médio
完成秘闻太一石匣（秘闻触发后，通过历练，前往南屏村完成。）	Complete o segredo: Caixa de Pedra Taiyi. Depois de ativar o evento, vá até a Vila Nanping através da Aventura para finalizá-lo.
{0}需要选择政策	{0} precisa escolher uma política.
{0}天	{0}d
插入语第三人称物主代词（他的/她的）	Escolha um pronome possessivo de terceira pessoa (dele/dela).
极速模式\n时间会以极快的速度流动，在此模式下会关闭大部分图形效果	Modo Rápido\nO tempo fluirá rapidamente. A maioria dos efeitos gráficos será desativada neste modo.
木头	Madeira
享用:{0}	Usar: {0}
选择技能	Selecionar Habilidade
{0}: {1:F2}/秒\n	{0}: {1:F2}/seg\n
(发呆)	(Em transe)
在搬运间余，刚小憩片刻	Transportando mercadorias; fazendo uma pequena pausa.
角色在修炼上的潜在能力。潜力与角色的年龄与个人经历有关，一旦进入内门就会锁定，无法被改变。	Potencial: O potencial de cultivo de um personagem. Está relacionado à idade e ao histórico do personagem. Ao se tornar um discípulo interno, esse valor será bloqueado e não poderá ser alterado.
设置交互。	Definir interação.
点击修改	Clique para editar.
历练故事	História da Aventura.
知道了	Entendi.
对话数据	Diálogos.
一件以{2}为主材料的{0}炼制成的{1}阶法宝。	Um artefato de nível {1} forjado por {0}, usando {2} como material principal.
天苍{0}年 {1} 第{2}日	Dia {2}, {1}, Ano {0}, Tiancang.
新秘籍	Novo Manual.
此人现在对玄门奥义的积累不足，学习旁门心得对此人已经没有什么启发。\n	Esta pessoa não acumulou conhecimento suficiente sobre os Mistérios da Senda Ortodoxa. Aprender técnicas não ortodoxas de outras escolas não trará mais inspiração.\n
(练功)	(Treinando)
提升一个角色的心境	Aprimorar o Estado Mental de um personagem.
芸芸众生\n事件发生的概率正常\n更快的修炼速度\n更少的参悟消耗\n偶尔会发生危险\n天劫威力正常\n适合大部分玩家	Médio\nTaxa normal de eventos.\nVelocidade de cultivo mais rápida.\nMenor custo de compreensão.\nPerigo ocasional.\nTribulação Celestial normal.\nAdequado para a maioria dos jogadores.
{0}{1:F0}  {2}等级\n	{0}{1:F0}  Nível {2}\n
无名	Sem Nome.
擦了擦汗，正满意的看着刚种完的田地	Enxugou o suor e observa com satisfação o campo recém-plantado.
{0}点人情	{0} Pontos de Relacionamento.
炼制丹药：{0}颗	Elixires Confeccionados: {0}.
\n[align=center][color=#9e6404]----已参悟----[/color][/align]	\n[align=center][color=#9e6404]----Compreendido----[/color][/align]
该角色正忙	Este personagem está ocupado.
房间美观\n房间内的美观程度。	Beleza do Quarto\nO nível de estética do quarto.
养殖区	Pastagem.
刚完成一件锻造作品，准备休息一下	Acabou de forjar um item e vai descansar um pouco.
思考中，剩余{0:N0}秒	Refletindo, {0:N0} segundos restantes.
满目凋敝	Devastado.
修仙之始	Início da Cultivação.
对象升阶	Aprimoramento de Nível.
混元	Misto.
请选择合适的摆放地点	Selecione um local adequado para colocá-lo.
多线程优化需要重启游戏才能生效。	A otimização de multithreading requer que o jogo seja reiniciado para que tenha efeito.
加载{0}模组UI报错:{1}	Erro de UI ao carregar {0} Mods: {1}
炼魂：{0:F0}次	Almas Refinadas: {0:F0}
[color=#FF0000]模组商店获取失败[/color]	[color=#FF0000]Falhou[/color]
卯时,日出时分,破晓时分,日始时分,清晨初雾,晨光初露	É por volta das 5:00–7:00, os galos cantam anunciando um novo dia.
早饭	Café da manhã
运转阵法	Operar Formação
(睡觉)	(Dormindo)
该角色不能再次作为目标了	Este personagem não pode mais ser alvo.
以100倍于白元法的灵气绘制本命真符，符咒效果提高2倍。	Use 100x Qi da Técnica da Origem Branca para desenhar o Talismã Natal, aumentando o efeito do talismã em 200%.
{0}阶	Nível {0}
进食	Comer
捕获小动物。	Capturar pequenos animais.
陵	Mausoléu
鱼类	Peixes
攻击目标为非敌方单位，确定要发起攻击吗？	O alvo não é um inimigo. Deseja atacar mesmo assim?
玄门秘籍	Manual Ortodoxo
【{0}】放弃了	[{0}] desistiu.
潜力	Potencial
夺取物品	Pegar Item
获得了新的修炼功法：\n[align=center][color=#306BC7]{0}[/color][/align]	Novo Método de Cultivo Obtido:\n[align=center][color=#306BC7]{0}[/color][/align]
砍伐	Cortar
认主这个秘宝吗？它将绑定{0}。	Reivindicar este Artefato do Legado? Ele ficará vinculado a {0}.
木属性伤害减免}	Redução de Dano de Madeira}
时长:{2}\n消耗寿元:{0:N0}/{1:N0}   消耗精元：{5}{3:N0}{6}/{4:N0}	Duração: {2}\nCusto de Longevidade: {0:N0}/{1:N0} Custo de Estamina: {5}{3:N0}{6}/{4:N0}
这个门派很神秘，需要在游戏中了解更多。	Esta seita é um mistério. Continue jogando para saber mais.
秘闻：{0}	Segredos: {0}
在拆地板时，正快乐的哼着小调	Removendo os pisos enquanto cantarola uma melodia alegre
特殊物品	Especial
扫地	Varrer o chão
请输入阵法名字	Digite um nome para a formação.
滞留{0}次	Pairar {0} vezes.
新衣裤	Novas Roupas
在分别形成{1}，{2}，{3}以后，一块新的{0}产生了	Após formar {1}, {2} e {3} respectivamente, um novo {0} foi gerado.
将角色参悟值归零	Zerar a Inspiração do personagem.
{0} 选项{1}显示条件报错！\n	{0} opção {1} erro na condição de exibição!\n
基础{0}: {1:F2}{2}	Básico {0}:  {1:F2}{2}
蓝图中无可造建筑	Nenhum edifício disponível nesta planta.
(缺乏建造材料)	(Requer Material)
\n[color=#D06508](灵兽雕像)[/color]	\n[color=#D06508](estátua do Animal Espiritual)[/color]
神名	Título Divino
(手语)	(Língua de sinais)
没有地方可以放鱼了！	Não há lugar para soltar os peixes!
历世	Adulto
 正在上传中，请耐心等待...\n	 Enviando, por favor, aguarde pacientemente…\n
将一个角色重生重置数值	Redefinir os atributos de um personagem.
不是法宝	Não é um artefato.
确定删除以下建筑蓝图吗？\n\n{0}	Deseja excluir a(s) seguinte(s) planta(s) de construção?\n\n{0}
物品图鉴的内容需要在游戏中通过发现来点亮。	Para desbloquear o conteúdo da Enciclopédia de Itens, você precisa descobri-los no jogo.
在筑基之时，突然心有所感	Ao estabelecer a base, de repente se sente inspirado.
\n总大小: 	\nTamanho: 
\n肥沃不适	\nFertilidade inadequada
{0}放下一本秘籍:《{1}》	{0} deixou um manual:《{1}》
建立物品的使用者目前已被社群封锁	O usuário do item criado foi banido do grupo.
即将完成……	Quase completo…
鼎炉潜力尚未开发，炼精化气效率极高。	O potencial do Cadinho Interno ainda não foi desenvolvido; a eficiência na conversão de Estamina é muito alta.
等级数据格式有问题,解析失败，请检查配置数据!	Problema no formato dos dados de nível, a análise falhou, por favor, verifique os dados de configuração!
建立门派后，派遣内门弟子前往历练	Após estabelecer a seita, despache os discípulos internos para aventuras.
无数	Incontáveis
代理事件：{0}	Eventos de Agência: {0}
询问	Perguntar
程度：{0} MinLevel:{1} MaxLevel:{2} 未找到任何满足条件的条件	Grau: {0} MinNível: {1} MaxNível: {2} Nenhuma condição atendida
太虚傀儡	Marionete do Vazio
炼器	Fabricação de Artefatos
持续	Sempre
波澜不惊不能开启真仙模式	Imortal não está disponível no Modo Pacífico.
第{0}天 {1:D2}:{2:D2} {3}	Dia {0} {1:D2}:{2:D2} {3}
对象降阶	Rebaixar
法宝炼制	Fabricação de Artefatos
-复制	- Copiar
已激活	Ativado
{0}发生事件:{1}	Evento em {0}: {1}
房间影响\n房屋内家具设施的品阶高低。	Qualidade do Quarto\nO nível de qualidade dos móveis e instalações do quarto.
攻击命中\n尝试使用此秘体进攻时的成功几率。	Precisão de Ataque\nA chance de sucesso ao tentar usar este Corpo Secreto para atacar.
当前没有事件发生	Nenhum evento acontecendo.
寿元天劫	Tribulação da Longevidade
{0}\n已失去	{0}\nPerdido
让其观察一个物品、建筑或植物，来获得对应的思绪。限于其低下的灵智，同一种思绪只能通过观察并记住一条。	Ordene que observe um item, construção ou planta para obter os Pensamentos correspondentes. Devido à sua inteligência limitada, apenas um Pensamento de cada tipo pode ser obtido através da observação e memorizado.
竹林深处	No fundo da Floresta de Bambu
请在此激活下载的模组，激活的模组才会在游戏中实际生效。	Ative os mods baixados aqui para que eles tenham efeito no jogo.
请选择一个可以道淬的物品	Selecione um item que pode ser Tao Refinado
该效果不能对灵兽起作用!	Este efeito não funciona em bestas espirituais!
\n这里面似乎困着一只{0}	\nParece que há um {0} preso nele.
破乾坤	Explosão do Universo
游戏时间	Data do Jogo
称号	Título
府	Mansão
{0}的秘体[{1}]发生变化：\n[color={4}]{2}重→{3}重[/color]	Ocorreram mudanças no Corpo Secreto de {0} [{1}]: \n[color={4}]{2}ª camada→{3}ª camada[/color]
订阅最多	Mais Inscritos
翩然起舞	Começar a Dançar
选择需要讨论或者询问的话题	Selecione tópicos para discutir ou inquirir
熔炼	Fundir
(阴)	(Yin)
在移除工作之时，正在胡思乱想	Removendo algo; distraído por pensamentos
\n[color=#B65704]地形需求[/color]	\n[color=#B65704]Requisitos do Terreno[/color]
评论长度超出限制	Seu comentário excedeu o limite de comprimento.
请选择一个无修为的异性同种族角色	Selecione um personagem da mesma raça, do sexo oposto, sem poder espiritual.
人	Humano
选择政策	Escolha a Política
存储空间不足，共需要 {0}DaoHang, 仅剩余 {1}DaoHang	Espaço de armazenamento insuficiente. Requer {0}DaoHang. Apenas {1}DaoHang resta.
被悲悯之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时心怀悲悯而心态优越，因此御器技能，术法技能，护体技能均突破极限1级	Torna-se Compassivo. A eficiência do cultivo, a velocidade de aprendizado e o estado mental são drasticamente reduzidos. Neste estado, o personagem se torna muito compassivo, ganhando confiança para lutar. As habilidades de fabricação de artefatos, feitiços e proteção avançam 1 nível.
一只野生的{0}！！！	Um {0} selvagem!!!
存档并退出	Salvar e Sair
说服成功：{0:F0}次	Persuasões bem-sucedidas: {0:F0}
等候命令	Aguardando ordem
极其利于	Extremamente Benéfico
退出将会丢失所有未保存的进度，确定要退出吗？	Ao sair, todo o progresso não salvo será perdido. Tem certeza de que deseja sair?
缝制	Costura
在工作时，突然走神	Trabalhando; distraído por pensamentos
房间内生效，受房间尺寸影响。	Eficaz em quartos. Afetado pelo tamanho do quarto.
随机种族	Raça Aleatória
自然与环境	Natureza & Ambiente
阅读	Ler
正满意的看着自己刚刚安装的建筑	Observando com satisfação o edifício recém-erigido
宛如仙境	Como um País das Maravilhas
脚本回调	Chamada de Script
选择精华	Selecionar Essência
此地发展迅速，物欲横流，更容易跟风随流。	Este local está prosperando, com o aumento do consumismo e facilidade em seguir tendências.
模组丢失	Mods Perdidos
赞同或反对灵宠的行为，使其执行行为的权重改变。	Aprovar ou desaprovar os comportamentos do pet, influenciando seus valores de peso para diferentes comportamentos, alterando assim a forma como ele age.
是否确定删除该阵法	Tem certeza de que deseja excluir esta formação?
稀有艺术品：{0:F0}个	Artefatos Raros: {0:F0}
\n[color=#FF8B00]消耗平衡点:{0:N0}\n(内门弟子吞服天地灵气补充食物的速度与自身消耗食物的速度在此处达到平衡)[/color]	\n[color=#FF8B00]Equilíbrio: {0:N0}\n(Um discípulo interno treinou seu Qi a ponto de absorver energia do ambiente ao redor e não precisar mais comer.)[/color]
活物组成	Composição da Vida
获得成功{0}({1:N0})次（炼丹，炼器，突破，击败相同或更高境界的敌人）	Sucesso {0} ({1:N0}) vezes (Durante alquimia, fabricação de artefatos, avanço e batalhas contra inimigos no mesmo ou em um estado superior)
[color=#ff0000]已达到道行上限[color]\n{0}	[color=#ff0000]Limite de Caminho Alcançado[color]\n{0}
请调息片刻静待下次评论	Por favor, descanse um pouco e aguarde o próximo comentário.
版筑	Construção
放下收获	Largar Colheita
使用	Usar
设置种植植物	Definir plantas para cultivar.
{0:N0}天	{0:N0} d
[简介]\r\n	[Intro]\r\n
影响采掘速度，采掘产量等。	Afeta a velocidade e a produção da mineração.
二	Dois
已存在对应控件:{0}，不需要复制	O controle {0} já existe. Não há necessidade de copiar.
这种东西我们并不需要。	Não precisamos disso.
心绪对神国面积的影响。	O efeito do estado emocional no tamanho do Reino Divino.
始	Esparso
这几个势力凑在一起，似乎有点不对劲。不知是少了什么线索，还是想得太多了。	Algo parece um pouco estranho com essas facções juntas. Talvez esteja faltando alguma pista, ou você está pensando demais.
普通	Comum
请教	Consultar
他	ele
法宝	Artefato
地形	Terreno
修理建筑不顺，觉得有点消沉	O reparo da construção não está indo bem; sente-se um pouco desanimado
未命名配置	Configuração Sem Título
绘制	Desenhar
将这个筑基成功的弟子晋升到内门	Este discípulo teve sucesso em estabelecer sua fundação. Promova-o a discípulo interno.
处世	Social
正常	Ordinario
环境平常	Normal
圆满境	Estado de Plenitude
影响制药速度，治疗外门伤的疗效等	Afeta a velocidade de criação de remédios e sua eficácia no tratamento de ferimentos físicos.
攻击穿透\n使用此秘体攻击拥有灵气护盾的目标时，攻击穿透灵气护盾的比率。	Penetração de Ataque\nA chance de penetrar a Barreira de Qi ao usar este Corpo Secreto para atacar alvos com Barreiras de Qi.
吃东西中噎了自己一下，正慌忙的喝水	Engasgou-se com algo; bebe água às pressas
邪教	Seita Maligna
打架	Briga
搬运这个法宝并将其放置到阵法之中。	Transporte este artefato e coloque-o em uma formação.
阳神夺舍	Posse Maior
正在享受烹饪的快乐	Aproveitando o prazer de cozinhar
将一个对象的品质降阶	Reduzir a qualidade do alvo.
女性	Feminino
灵智 {0} 数据写入中...	Inteligência {0} dados estão sendo gravados...
正大口朵颐	Comendo vorazmente
厨艺	Culinária
上的	Sobre
{0}{1:F0}  {2}等级(提高上限)	{0}{1:F0}  {2}Nível (Aumento do Limite)
中立	Neutro
娱乐	Lazer
空	Vazio
寿元	Longevidade
这是什么东西，闻所未闻，真的有用么。	O que é isso? Nunca ouvi falar. Será que realmente funciona?
初始化{0}..({1}/{2})	Inicializando {0}…({1}/{2})
丢下物品	Remover
十	X
分享	Compartilhar
\n距离下次拍卖会还剩{0}天	\nFaltam {0} dias até o próximo leilão.
选择存档	Escolha um arquivo de salvamento
正在一脸期待的挖矿中	Minerando com grande expectativa
选择入定时长	Selecione por quanto tempo meditar.
将一个对象的品质升阶	Aumentar a qualidade do alvo.
重载Thing	Recarregar Coisa
易用性	Usabilidade
强	Forte
将灵石送人。大部分凡人都不认识灵石。	Entregue pedras espirituais para os outros. A maioria dos mortais não conhece pedras espirituais。
恭喜{0}以价格{1}赢得本次竞拍！	Parabéns {0} por oferecer {1} e vencer este item de leilão!
劝化这个角色	Persuadir este personagem.
{0} {1:N0}岁 {2}	{0}{1:N0} anos{2}
上传成功！大约需要10分钟的时间才会在模组订阅面板中出现\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组	Envio bem-sucedido! Seu mod estará visível no menu de assinaturas de mods em cerca de 10 minutos.\nPor favor, não modifique o arquivo .info do mod enviado e mantenha-o para futuras atualizações deste mod.
精元：{0}\n	Essência: {0}\n
矿石植被图鉴需要玩家开采来点亮。	Para desbloquear o conteúdo da Enciclopédia de Minérios e Plantas, você precisa minerá-los.
精元容量:{0:F0}/{1:F0} ({2:F0}%)\n灵智碎片足够，而且精元容量已满的时候可以开启灵智。	Capacidade de Essência: {0:F0}/{1:F0} ({2:F0}%)\nVocê pode despertar a inteligência uma vez que a Essência esteja cheia e haja fragmentos de inteligência suficientes.
阵法稳定度	Estabilidade da Formação
秘体：{0}\n	Corpo Secreto: {0}\n
治疗效率：{0:N2}\n	Eficiência de Cura: {0:N2}\n
洞天	Abóbada Celestial
生成世界	Gerando mundo
由{0}一手创建的修行门派，自成立以来，便如异军突起，短短数年便成就宗师气象，于修行界占据一席之地，留下赫赫威名。	Uma seita de cultivo criada por {0}. Ela ganhou muito poder desde o seu surgimento e, embora tenha atuado apenas por alguns anos, os outros o veem como um mestre. Ele conquistou seu lugar no reino do cultivo e agora é famoso.
冲煞之所	Local Ominoso
再以境界突破为例：\n[color=#ff0000]木属性[/color]的功法在[color=#ff0000]金属性[/color]的环境中突破时，因[color=#ff0000]金克木[/color]的原因而倍加艰难。\n如果在[color=#ff0000]水属性[/color]的环境中突破，则会因[color=#ff0000]水生木[/color]之故，而提高突破成功率。	Como exemplo de um avanço de estado:\nPraticar uma Lei de [color=#ff0000]Madeira[/color] em um ambiente de [color=#ff0000]Metal[/color] será difícil, pois [color=#ff0000]Metal corta Madeira[/color].\nSe, em vez disso, fizer isso em um ambiente de [color=#ff0000]Água[/color], a taxa de sucesso do Avanço aumentará porque [color=#ff0000]Água nutre Madeira[/color].
正在乐呵呵的建筑工作中	Trabalhando felizmente na construção
城市稳定度：{0}\n主流代理势力：{1}	Estabilidade da Cidade: {0}\nPoder da Agência Principal: {1}
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	Dor ({0:P0})\nSofrer dano causa dor, e quando a dor excede um certo limite, afetará a consciência.
正专心修行	Concentrando-se na meditação
请选择一个进行吐纳的地点	Selecione um local para iniciar a Respiração.
没有多余的个数	Nenhum excedente.
角色的大部分信息(属性、情绪、健康等)都可以在角色面板查看到。\n情绪是角色最重要的模块，它反应了角色的喜怒哀乐，表达了角色的需求。\n[color=#9e6404]关心角色的情绪，并试图满足角色的需求，是维持门派良好运转的核心手段。[/color]	A maior parte das informações do personagem (atributos, emoções, saúde, etc.) pode ser vista no painel do personagem.\nA emoção é o módulo mais importante, pois reflete as alegrias e tristezas do personagem, expressando suas necessidades.\n[color=#9e6404]Cuidar das emoções do personagem e tentar atender às suas necessidades é o principal meio de manter o bom funcionamento da seita.[/color]
（已被使用，再次使用属性将不会叠加）	(Já usado, o uso repetido não acumulará os atributos)
该角色不能作为目标	Este personagem não pode ser alvo.
角色身体的强度，影响角色的寿命，抗寒抗热，以及与体力相关的效率等属性。	Constituição (CON): A força do corpo do personagem. Afeta a expectativa de vida, resistência ao frio e calor e a eficiência nas tarefas físicas.
拒绝	Recusar
驻扎	Acampar
该物品不能作为赋灵对象	Este item não pode ser dotado de espírito.
在手工作业时，正感觉有点无聊	Fazendo artesanato; sente-se um pouco entediado
她	ela
初始人员偏多，可能会因为物资不够而带来生存的压力。	Há muitos membros iniciais, o que pode tornar a sobrevivência difícil devido à falta de recursos.
在移除工作时，正快乐的哼着小调	Removendo algo enquanto assobia uma melodia alegre
陪睡觉	Acompanhando o sono
名门正派	Respeitado
[{0}]\n自动攻击目标\n[color=#D06508]点击可改变模式[/color]	[{0}]\nAtacar alvos automaticamente\n[color=#D06508]Clique para alterar o modo.[/color]
天气与季节	Clima e Estação
少量的	Levemente
太平盛世	Próspero
藏经阁没有足够的道行	O Pavilhão de Manuais não possui prática suficiente.
手选目标范围	Alcance do Alvo Primário
{1:F0}\n{0}对玩家门派的好感度，好感度会影响可以进行的行为和得到的回答。\n在未打开心防时好感度最高为60，讨论对方的嗜好可以瓦解心防。	{1:F0}\nFavor de {0} pela sua seita. O favor afetará as ações disponíveis e as respostas obtidas.\nO favor máximo é 60 antes que o personagem se abra. Falar sobre os hobbies deles pode ajudar a abrir o coração.
\n寿元：{0:N0}({1:N0})	\nExpectativa de Vida: {0:N0} ({1:N0})
物品[幽珀]数量不足!	Item [Gema da Alma Angustiada] insuficiente!
修行宝地	Local de Cultivo
冒险模式	Modo Aventura
最大年龄	Idade Máxima
\n前置条件：{0}	\nPré-requisitos: {0}
开采	Mineração
将物品分裂出一个未鉴定的镇物	Dividir o item em um Artefato não identificado.
对话编辑	Edição de Diálogo
高级秘籍	Manual Avançado
炼制丹药	Criar Elixir
等于	Igual
编辑对话。	Editar diálogos.
在掌门附近，发布一个寒晶鼎的建造命令。	Ordem para construir um Caldeirão de Cristal de Gelo próximo ao líder da seita.
晃眼	Brilhante
靛蓝布	Tecido Índigo
在制药作业间余，正小憩片刻	Fazendo medicamentos; tirando um descanso
御物	Maestria em Artefatos
正在乐呵呵的缝纫中	Costurando alegremente
法宝攻击间隔:	Velocidade de Ataque do Artefato:
角色已经死亡	Este personagem está morto.
提高道行: {0}\n	Aprimoramento: +{0}\n
衣匠	Alfaiate
结丹修士	Modelador do Núcleo
<font color=#FF0000>(生食)</font>\n	<font color=#FF0000>(Cru)</font>\n
路线编辑	Edição de Rotas
弟子死亡：{0:F0}个	Discípulos Falecidos: {0:F0}
无门无派	Não Afiliado
魔(恸哭)	Demônio (Lamento)
秘宝认主	Reivindicar Artefato Lendário
{0}\n目标阵营：{4}\n目标类型：{3}\n消耗灵气：{1:N0}点\n施法间隔：{2:F1}秒\n	{0}\nFacção Alvo: {4}\nTipo de Alvo: {3}\nCusto de Qi: {1:N0}\nTempo de Recarga: {2:F1} seg\n
祭妖失败,请稍后再试!	Sacrifício da Besta falhou, tente novamente mais tarde!
飞升	Ascender
真仙	Imortal
选择灵智	Selecionar Inteligência
天道异动	Caos Celestial
阴神夺舍	Possessão Menor
祭祀	Rituais
未达到元神期，无法进行元神寄托的仪式。	Ainda não alcançou o Estado do Espírito Primordial. Incapaz de realizar o ritual de anexo via espírito primordial.
下一级参悟值：{0:F0}/{1:F0}\n提高道行: {3}\n{2}	Inspiração para o próximo nível: {0:F0}/{1:F0}\nAprimoramento: +{3}\n{2}
请选择一个法宝	Selecione um artefato.
正专心搬运	Concentrado no transporte de mercadorias
加快游戏速度。	Aumentar a velocidade do jogo.
略有耳闻	Comum
当前成长值:{0:N0}%	Crescimento Atual: {0:N0}%
随机高级矿石	Aleatorizar Minérios Avançados
{0}导致{1}被破坏	{0} causou a destruição de {1}.
优秀	Excelente
防御坚韧: {0:F0}	Durabilidade da Defesa: {0:F0}
随机目标	Alvo Aleatório
系统用	Para o Sistema
归属分堂	Atribuir Filial
什么？	O quê?
(阳)	(Yang)
激活中	Ativando
修改名称	Alterar Nome
农耕	Agricultura
收获时心不在焉，正想找个机会偷懒	Colhendo distraidamente; procurando uma chance de enrolar
救灾	Bombeiro
游戏中才能执行Lua	O script Lua só pode ser executado durante o jogo
神修在心境为“空”时，心境只有在心绪低于50的情况下才会增加，心绪越低，增加速度越快。反之则会减少。	Quando o estado mental estiver "vazio", só aumentará se o estresse estiver abaixo de 50; quanto menor o estresse, mais rápida a recuperação. Caso contrário, diminuirá.
亦正亦邪	Controverso
未知建筑	Construção Desconhecida
派遣内门弟子历练的次数	Número de vezes que você enviou discípulos internos em aventuras.
失去控制	Perdeu o Controle
随机秘籍	Manual Aleatório
一座深山中的大宅因风水不好而频发怪事，请尝试改善大宅中的四个房间的风水，使之化凶为吉。\n可以点击房间中的空地来选中房间。	Devido ao mau Feng Shui, incidentes estranhos ocorrem frequentemente em uma mansão nas profundezas das montanhas. Tente melhorar o Feng Shui dos quatro cômodos.\nClique em um espaço vazio na sala para selecioná-la.
正专心的给伤员治疗	Concentrado em curar os feridos
在世真仙	Semi-Deus
距离最近的目标	Alvo Mais Próximo
壮减	Redução Muscular
弟子（{0}/{1}）	Discípulo ({0}/{1})
重载完成	Recarregamento Completo
删除灵智碎片	Excluir Fragmento de Inteligência
礼器奢华	Luxuosidade
{0}分钟	{0} min
返回主菜单将会丢失所有未保存的进度，确定要返回吗？	Você perderá todo o progresso não salvo. Tem certeza de que deseja retornar ao menu?
物品被锁定	Item Bloqueado.
元神期的修行者可以以自身的元神分神为载体，将自己对修行的体会寄托于装备之上。	Um cultivador com o espírito primordial pode usar um sub-espírito como portador para anexar sua compreensão da cultivação ao seu equipamento.
请输入存档名	Escolha um nome para o seu salvamento.
垂钓中	Pescando
角色属性数据	Dados de Atributos do Personagem
在应天台凝结灵石时候，{0} 战胜争夺者 {1}，夺得了灵石。	Quando o Altar do Eco Celestial estava cristalizando, {0} venceu {1} e conquistou as pedras espirituais.
Lua代码不能为空	O código Lua não pode estar vazio.
建筑名非法	Nome de construção ilegal
阁	Pavilhão
请选择一个角色	Selecione um personagem.
提供帮助：{0}次	Ajuda fornecida: {0}
{2}信仰：{0:F0}({1:F0}){3}\n	{2} Fé: {0:F0}({1:F0}) {3}\n
采掘获取有用的材料.	Escavar para obter materiais úteis.
消耗所有灵气去聆听信徒的愿望，可以选择满足或者拒绝他们(点击愿望)。\n持续时间：{0:F0}秒\n{3}灵气：{1:F0}/{2:F0}{4}	Usa toda a energia espiritual para ouvir os desejos dos seguidores. Você pode optar por realizá-los ou rejeitá-los (clique no desejo). \nDuração: {0:F0} seg\n{3}Qi: {1:F0}/{2:F0}{4}
正掩着口鼻屠宰牲畜	Abatendo gado enquanto cobre o nariz.
正在乐呵呵的移除工作中	Removendo algo alegremente.
存在未激活阵眼，无法使用	Existem auxiliares inativos. Impossível usar.
材料不足	Materiais insuficientes.
当前阵图有阵法配置，即将删除配套阵法，是否确定?	A configuração do diagrama contém uma formação ativa. Deseja remover todas as formações relacionadas?
选择掌门	Escolher líder da seita.
低	Baixo.
分堂区域	Area da filial.
无法蕴养	Incapaz de nutrir.
施法	Lançar feitiço.
还算不错	Adequado.
正在乐呵呵的切石中	Cortando pedras alegremente.
不能传给比自己境界高的弟子	Não pode ser dado a um discípulo com um nível superior ao seu.
货币\n灵石是各大门派和行商之间流通的唯一货币.	Moeda\nPedras espirituais são a única moeda utilizada por seitas e comerciantes.
物品	Item.
历练中	Em aventura.
<font color=#00FF00>[仅{0}可装备]</font>\n	<font color=#00FF00>[Apenas {0} pode equipar]</font>\n
无心搬运这些东西，正一脸不开心	Não quer carregar esses itens; parece infeliz.
重置快捷键	Redefinir atalhos.
以1000倍于白元法的灵气绘制本命真符，符咒效果提高3倍.	Usa 1000x mais Qi do que a Técnica da Origem Branca para desenhar um Talismã Natal, aumentando seu efeito em 300%.
蓝图缺少名称无法保存	Não é possível salvar um projeto sem nome.
观礼	Assistir à cerimônia.
心境加成	Bônus de estado mental.
特殊	Especial.
{0}受伤了!	{0} está ferido!
自身生长速度很快，对周边环境产生极大的负面影响.	Crescimento muito rápido; grande impacto negativo no ambiente ao redor.
种植区 ({0}格)	Area de plantio ({0} espaços).
[color=#00FF00][装备后可参悟][/color]\n	[color=#00FF00][Equipe para compreender][/color]\n
请取消该MOD在WEGAME上的审核状态，审核中的MOD无法进行修改编辑.	Cancele a verificação deste mod no WeGame. Mods em verificação não podem ser editados.
拜山	Visitar.
土	Terra.
读取完成	Carregamento concluído.
添加特性	Adicionar traço.
资源分配选择	Selecionar alocação de recursos.
刚做完饭，准备休息一下	Acabou de cozinhar; vai descansar.
已录入	Registrado.
使该建筑着火。纯表现.	Incendiar este prédio. Apenas para efeitos visuais.
