Key	Value
[NAME]惊怒交加，御剑赶了过去，发现这是一群{0}的邪魔布下化血大阵收人生魂，修炼魔功。\n[NAME]眼见情况紧急，来不及多想，运起全身功力轰破阵眼。{0}的弟子受阵法反噬，纷纷受伤，又被[NAME]坏了大事，勃然大怒，各自放出性命交修的法宝向[NAME]攻来。\n双方苦斗半日，[NAME]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAME]的窘境，合力一击击碎了[NAME]的护体真气。[NAME]鲜血狂喷，勉强护住心脉，逃离战场。	[NAME] was both surprised and angered. [IT] readied [ITS] sword then rushed over only to discover that this group of {0} demons was using blood transformation to suck in living souls just to practice their magic. \n[NAME] saw that the situation was in dire straits, but could not think of a solution, so [IT] put all of [ITS] force to bear to bombard the Auxiliary of the formation. The {0} disciples were hit by the formation that has gone haywire and were injured one after another. Exploded with rage, they all turned their weapons on [NAME]. \nBoth sides fought ardently all day, [NAME]'s Qi was slowly being depleted and [IT] began to gripe. The enemy actually seemed to have seen through [NAME]'s predicament and broke through [ITS] Qi barrier. [NAME]'s blood was spurting out all over the place. [IT] managed to protect [ITS] main artery as [IT] fled.
[NAME]赶了过去，发现是{0}的内门弟子正在围剿一群邪派弟子。\n虽同为邪道，[NAME]却与{1}的这几名弟子早有私怨。他狞笑两声，毫无声息的向这帮{1}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人\n双方本来势均力敌，[NAME]的偷袭使得{1}迅速溃败，[NAME]放开手脚，大杀特杀，将这群{1}的弟子全歼当场。不过[NAME]不欲与正道纠缠，搜了几个无主的宝物便迅速离去。	[NAME] rushed over and discovered that the {0} disciples had a group of a sect of demon disciples surrounded. \nAlthough both were on the same Law of evil, but [NAME] had long held malcontent for this group of {1} disciples. [IT] sneered sickeningly and launched a sneak attack against the group of {1} disciples. As they were caught completely off guard, [NAME] was able to deal severe damage to numerous foes in one move. \nBoth sides had been evenly matched, but [NAME]'s surprise attack brought {1} down in no time flat. [NAME] went all out, eliminating the {1} disciples. Now, [NAME] did not like to get entangled with those of the righteous Law. [IT] picked out a few treasures and absconded with them.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。由于毫无防备，[NAME]一招就重创对方数人\n双方本来势均力敌，[NAME]的偷袭使得{0}迅速溃败，[NAME]看局面必死，也没有现出身形，搜了几个无主的宝物便迅速离去。	[NAME] rushed over and discovered that the {1} disciples were encircling those of a righteous sect. \nAlthough they were both of the righteous Law, but [NAME] had actually long held a grudge against these disciples of {0}. [IT] surreptitiously turned [ITS] weapon and launched a sneak attack without so much as a sound on this group of {0} disciples. As they were caught completely off guard, [NAME] was able to deal severe damage to numerous foes in one move. \nBoth sides had been evenly matched, but [NAME]'s surprise attack brought {0} down in no time flat. It looked like that was all she wrote, so [NAME] absconded off with several pieces of treasure.
[NAME]赶了过去，发现是{1}的内门弟子正在围剿一群正派弟子。\n虽同为正道，[NAME]却与{0}的这几名弟子早有私怨。他偷偷运转法宝，毫无声息的向这帮{0}的弟子发动偷袭。但是由于[NAME]修为太低，他的偷袭却被早早识破，反而暴露了自己的身形。\n{0}的弟子对你的偷袭感到异常震怒，他们甚至拼着受伤，向[NAME]施展出{0}的镇派绝杀，将之狠狠重创。[NAME]偷鸡不成蚀把米，慌不择路的逃离战场。	[NAME] rushed over and discovered that the {1} disciples had surrounded a group of disciples of a righteous sect. \nAlthough they were both of the righteous Law, but [NAME] had actually long held a grudge against these disciples of {0}. [IT] surreptitiously turned [ITS] weapon and launched a sneak attack without so much as a sound on this group of {0} disciples. But as [NAME]'s cultivation was not up to snuff, so [ITS] sneak attack was seen through and [IT] was even left exposed. \nThe {0} disciples were unusually incensed by [ITS] sneak attack, they were even willing to risk injury to pull out the ultimate move of the [NAME] sect so as to do some serious damage to [ENHIM]. [NAME] took any Law [IT] could to flee, no matter the cost.
借着绝杀余威，[SCHOOL]的弟子杀出包围，逃离了战场。随后，他们向修行界曝光了[NAME]的卑劣行径。	Living up to their name, the [SCHOOL] disciples slaughtered their way out from a surrounded position to escape the battlefield. Afterwards, they revealed [NAME]'s untoward conduct to the world.
[NAME]搜索了此处，发现了一些原主人留下的宝物。	[NAME] searched the area and found some treasure left behind.
[NAME]搜寻了一番，什么都没有发现。	[NAME] searched the area, but couldn't find anything.
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。就在[NAME]准备放弃时，面前突然出现一片法力开辟的空间，里面放了数件宝光莹然的事物。	[NAME]'s Qi flowed as [IT] dove into the deep pool. [IT] didn't expected that the deeper [IT] went, the colder the water would become. It was like the cold was penetrating [ENHIM] all the way to [ITS] bones. [IT] could hardly bear it. It was just when [NAME] was going to give up that there appeared a space up ahead cleared by magic that had some lustrous items inside.
[NAME]运起真气，潜入深潭，没想到越到深处，潭水越寒冷，简直钻心透骨，无法忍耐。无奈之下，只得作罢。	[NAME]'s Qi flowed as [IT] dove into the deep pool. [IT] didn't expected that the deeper [IT] went, the colder the water would become. It was like the cold was penetrating [ENHIM] all the way to [ITS] bones. [IT] could hardly bear it. As [IT] was helpless, [NAME] had to give up.
[NAME]想到门派并不需要这些东西，还是不要浪费时间了。	[NAME] thought that the sect doesn't really need these things, better stop wasting time for this.
[NAME]并没有找到合适的修行种子。	[NAME] didn't find any potential disciple appropriate for cultivation.
[NAME]什么都不想做，还是离开这里吧。	[NAME] didn't want to do a thing but leave.
[NAME]机缘不错，成功收集到了宝物。	[NAME] was in luck. [IT] had netted some treasure.
[NAME]寻觅许久，却毫无线索。[IT]知道宝物有缘者得，无奈之下，只得作罢。	[NAME] search for quite some time, but could find no clue. [IT] knew that treasure would only be claimed by those destined to do so. In a helpless situation, the only choice is to give up.
[NAME]觉得还是不要为这种事浪费事件了。	[NAME] thought it's better not to waste time on such things.
[NAME]虽然没找到什么有趣的地方，但也在山野之间别有感悟。	Although [NAME] didn't come across any interesting places, but [IT] was inspired while out in the wilderness.
这里实在太冷了，[NAME]尝试打坐却被彻骨寒意冻得无法入定，只能无奈离开。	It really was entirely too cold here, [NAME] tried to meditate, but couldn't enter a state of meditation due to the bone-chilling cold. In the end, [IT] had no choice but to leave.
[NAME]知道这是一个难得的机缘，不过这里实在太冷了，他只能匆匆离开。	[NAME] knew that a stroke of good luck like this was hard to come, unfortunately it was entirely too cold, so [IT] left with all due haste.
[PLACE]实在是太冷了，[NAME]的功力完全无法深入此地，只能无奈离开。	[PLACE] was entirely too cold, so not even [NAME]'s ability was up the task of penetrating this place and so [IT] was left with no choice but to depart.
[NAME]虽然一无所获，但也在山野之间别有感悟。	Although[NAME] left empty handed, [ITS] efforts weren't in vain for [IT] had gained some inspiration while out in the wilderness.
[NAME]找到了不少的特产资源，于是施了个唤风的法诀，将之搬回了门派。	[NAME] had found more than a few special resources, so thereupon [IT] summoned up a wind spell to carry [ENHIM] back to the school.
[NAME]机缘不错，在一处人迹罕至的山坳里发现了宝物。	[NAME] was in luck, as [IT] was able to find treasure off the beaten Law in the mountains.
[NAME]尝试深入寻找，不过这里实在太冷了，[IT]根本无法忍受，只能遗憾离去。	[NAME] tried make [ITS] way in to search, but it was entirely too cold. [IT] had no way to bare it and so had to leave full of regret.
[NAME]上前同[SCHOOL]的长老%s打了声招呼，两人结伴同游[SCHOOL]附近的几处胜地，品风论道，畅谈许久。临分别时，%s长老送你一个自己炼制的小法宝作为纪念。	[NAME] stepped forward and greeted %s, the elder of [SCHOOL]. The two travelled around together to the scenic spots around the [SCHOOL] and had a nice, long chat. When it was time to part ways, the %s elder presented [NAME] with a weapon that [HE] had forged to serve as a memento.
[NAME]上前恭敬的拜见了[SCHOOL]的长老%s，长老很开心的同[NAME]聊了两句，并指点了他几句修行法诀。	[NAME] stepped forward and respectfully greeted the elder of [SCHOOL] %s. The elder was quite delighted to have chat with [ENHIM] and went into detail about some of [ITS] practices.
[NAME]和[SCHOOL]的长老%s打了声招呼，大家聊了两句，%s长老说有事在身，匆匆离去了。	[NAME] and the elder of [SCHOOL] %s greeted each other, they had a chat and the %s elder said that [HE] had things to attend to and departed in a hurry.
[NAME]向[SCHOOL]的长老%s打了个招呼，对方看了[NAME]一眼，微不可察的点了点头。	[NAME] greeted the elder of [SCHOOL] %s, who looked [ENHIM] over and then nodded in return.
[NAME]笑嘻嘻的同[SCHOOL]的长老%s打了个招呼，暗中却发出了致命的一击，重创了对方。	[NAME] greeted the elder of [SCHOOL] %s with a grin all while surreptitiously striking a lethal blow that dealt significant damage to the other party.
%s长老不敢置信的看着[NAME]，奋起反击，但最终还是被[NAME]接二连三的狠招夺去了性命。	The elder %s looked at [NAME] in disbelief before striking back. In the end though [ITS] life was taken by [NAME] in a series of blows.
[NAME]笑嘻嘻的同[SCHOOL]的长老%s打了个招呼，暗中却发出了致命的一击，%s长老在最后关头察觉到了这次偷袭，险之又险的躲过了这招并发起凌厉的反击。	[NAME] greeted the elder of [SCHOOL] %s with a grin all while surreptitiously striking a lethal blow, but the elder %s sensed the surprise attack at the last moment, barely avoided the full brunt of it and struck back with a counterattack.
[NAME]偷袭失败，心神一乱，被%s长老的绝招命中。最后使尽浑身解数，侥幸脱身。	[NAME]'s surprise attack failed, [ITS] mind was all a mess, and so [IT] was struck by %s elder's ultimate move. In the end, [IT] made every effort [IT] could and was able to escape with [ITS] life as luck would have it.
%s长老不敢置信的看着[NAME]，刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。	%s the elder looked at [NAME] in disbelief and prepared to flee, but ultimately lost [ITS] life to [NAME] in a flurry of blows.
[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老%s身上招呼，直接重创了对方。	[NAME] was short on words, the advantage goes to the one that strikes first though, so [IT] greeted elder %s of [SCHOOL] with a vicious fist that hit him like a ton of bricks.
%s长老猝不及防，慌忙刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。	The elder of %s was caught off guard, [HE] was hurriedly making preparations to flee when [NAME] took [ITS] life in a flurry of blows.
[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老%s身上招呼，%s长老临危不乱，险之又险的躲过了这招并发起凌厉的反击。	[NAME] was short on words, the advantage goes to the one that strikes first though, so [IT] greeted elder %s of [SCHOOL] with a raised fist, but the elder was calm and collected in the face of danger, so [HE] was able to narrowly escape and then struck back with a blow of [ITS] own.
[SCHOOL]的长老%s看[NAME]装作没看到自己，对你的无礼略感不满。	The [SCHOOL]'s elder %s watched [NAME] pretend that they had not seen him and was not at all pleased by your lack of manners.
[SCHOOL]的长老%s怒极反笑，他出手就是[SCHOOL]的镇派绝招，狠狠攻向[NAME]。[NAME]狞笑一声，祭出自己的法宝迎敌。一时间空中两道流光如惊龙横空斗作一团。	The [SCHOOL]'s elder %s was furious and so pulled out the ultimate technique of the [SCHOOL] school on [NAME]. [NAME] grimaced and brought [ITS] artifact to bear against the enemy. For a time the fighting was like a storm of swords.
两人瞬息间已过手数十招，[NAME]看重一个破绽，拼着自己受伤一招打碎了%s长老的天灵盖，%s长老死状惨烈，神形俱灭。	In a flash the two had exchanged dozens of blows. [NAME] looking for an opportunity took a blow to create one that allowed [ENHIM] to strike their enemy %s the elder on the pate of [ITS] head and thusly [HE] suffered a terrible death.
[SCHOOL]的长老%s怒极反笑，他出手就是[SCHOOL]的镇派绝招，狠狠攻向[NAME]。[NAME]狞笑一声，祭出自己的法宝迎敌。但却错估了对方杀招的威力，竟然被瞬间破去了法宝。	The [SCHOOL]'s elder %s was furious and so pulled out the ultimate technique of the [SCHOOL] school on [NAME]. [NAME] grimaced and brought [ITS] artifact to bear against the enemy. [IT] underestimated the might of the enemy though and [ITS] weapon was broken in a flash.
[NAME]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老打中致命的一击。	[NAME] lost all color in [ITS] face, losing the advantage, and when [IT] finally found a chance to escape, %s the elder had struck a lethal blow.
[SCHOOL]的长老%s皱了皱眉，一副不想惹事的样子转身离去。暗中却向[NAME]使出[SCHOOL]的绝杀秘术，想不费吹灰之力夺取[NAME]性命。	[SCHOOL]'s elder %s frowned, clearly didn't want to get involved, and so [HE] turned and left. However, [HE] discreetly used a vicious technique of [SCHOOL] in an effort to take [NAME]'s life without any trouble.
[NAME]早已察觉，也故作中招，趁敌人大喜回身之际发出运起全身功力的一击。只一道惊龙般的神光如神矢贯月，瞬间将毫无防备的%s长老打成飞灰。	[NAME] had already sensed it, feigned injury and struck with all [ITS] force while the enemy's back was turned in celebration. A blade whipping through the air like it could pierce the moon took out %s the elder in an instant.
[NAME]大惊失色，已经失了先机，虽然拼命逃走，但却被%s长老的致命的一击打中了心脏。	[NAME] lost all of the color in [ITS] face and the advantage, and when [IT] finally found a chance to escape, %s the elder had struck a lethal blow.
[SCHOOL]的长老%s皮笑肉不笑的看了你一样，似乎想动手，但最终掉转方向离去。	The [SCHOOL]'s elder %s looked at [NAME] while feigning laughter, with a look on [ITS] face that said that [HE] really wanted to make move, but in the end [HE] merely turned and left.
[NAME]选择无视对面，可[SCHOOL]的长老%s却不准备放过他，他目露凶光，挥手就拦住[NAME]的去路，并发动了猛烈的攻击。	[NAME] chose to ignore the other party, but [SCHOOL]'s elder %s was not ready to let [ENHIM] go. [HE] did [ITS] best to block [NAME]'s Law all while launching a vicious attack.
双方斗了几个回合，[NAME]感觉灵气不继，一时疏忽被对方破了法术。%s长老招招夺命，[NAME]拼尽全力才逃脱了追杀。	They fought for many rounds. [NAME] felt a lapse of their Qi, and in a moment of carelessness, [ITS] spell was broken. %s the elder's attacks could take a life each and every one, thankfully [NAME] was able to escape.
[SCHOOL]的长老%s看到[NAME]神色不忿，但是想了想[NAME]在修行界的凶威还是啐了一口，扭头离去。	The [SCHOOL]'s elder %s saw that [NAME] would not give in and it was then that he remember [NAME]'s might in the world was well deserved, so [HE] turned and left.
[SCHOOL]的长老%s大喝一声歪门邪道，人人得而诛之，挥手祭出随身法宝，对[NAME]发起凌厉的攻势。	The [SCHOOL]'s elder %s rebuked [NAME]'s crooked ways, stating that anyone would have had the right to punish [ENHIM] for doing so. The elder drew [ITS] weapon and launched an attack on [ENHIM].
[NAME]拜访了[SCHOOL]的掌门，两人交谈许久，十分尽兴。[SCHOOL]的掌门十分珍惜两派自前代便结下的缘分与交情，于是代表[SCHOOL]将尘封已久的镇派法宝赠与[NAME]，也算是因果纠葛，物归原主。只希望两派可以在将来继续守望相助，友谊长存。	[NAME] visited the sect leader of [SCHOOL], with whom [IT] had a long and enjoyable discussion. The sect leader of [SCHOOL] cherished the friendship and destiny shared by the two schools, so on behalf of [SCHOOL] [HE] presented [NAME] with their most prized weapon. [HE] considered doing so to be returning it to its rightful owner. [HE] only hoped that the schools could maintain their friendship and mutual assistance for many a year to come.
[NAME]偷偷潜入了[SCHOOL]，他几经周折，终于找到了[SCHOOL]的藏宝室，然而在破解禁制时，不小心触动了警报。[NAME]寡不敌众，被当场拿下。	[NAME] snuck into [SCHOOL] and after a few twists and turns, found [ITS] way to their treasure room and set off an alarm by accident while breaking in. [NAME] was hopelessly outnumbered and was captured right there.
[SCHOOL]看在两派渊源深厚的份上并没下重手便释放了[NAME]，只是对[NAME]的宗门十分失望。	[SCHOOL] released [NAME] for the sake of the deep relationship of the two schools, but they were extremely disappointed in [NAME]'s school.
[NAME]来到此地便感觉到一种亲近的气息，一番寻觅，竟然真的找到了天地灵根的踪迹！	[NAME] sensed something familiar in the air when [IT] arrived here. After searching around, [IT] suddenly realized that [IT] had found the Spirit Root connecting heaven and earth!
[NAME]来到此地便感觉到一种亲近的气息，但似乎欠缺了一些机缘，最终一无所获，只能空手而归。	[NAME] sensed something familiar in the air when [IT] arrived here, but it seems that [ITS] Luck was not up to snuff. In the end [IT] was only able to return empty handed.
[NAME]来到此地便感觉到一种同出一源的气息，一番寻觅，竟然真的找到了天地灵根的踪迹！	[NAME] sensed something in the air like [IT] shared origins with it somehow. After searching around, [IT] suddenly came across the Spirit Root connecting heaven and earth!
[NAME]来到此地便感觉到一种同出一源的气息，但似乎欠缺了一些机缘，最终一无所获，只能空手而归。	[NAME] sensed something in the air like [IT] shared origins with it somehow. Unfortunately, it seems that [ITS] Luck was not up to snuff, in the end [IT] was only able to return empty handed.
[NAME]凭着感觉一番寻觅，最终一无所获，只能空手而归。	[NAME] searched around following [ITS] instinct, but in the end [IT] was only able to return empty handed.
天地灵根无法移植，[NAME]为防止被他人所获，便想布置一道阵法隐藏其踪迹。	As the Spirit Root connecting heaven and earth cannot be uprooted, [NAME] wanted to conceal it with a spell so as to prevent others from obtaining it.
然而[NAME]尝试之下，却发现天地灵根上通天机，普通阵法完全无法遮蔽其气息。	[NAME] tried, but unfortunately and inexplicably [IT] discovered that the presence of the root could not be concealed using ordinary magic.
[NAME]略一思索，便拿出自身携带的四象遮天图，借助大千世界四季运转之力成功隐藏了灵植的痕迹。	On a whim, [NAME] took out the Painting of the Four Symbols that [IT] had on [ENHIM] and, relying on the assistance of the power of the changing four seasons were able to conceal all traces of the spiritual plant.
然而[NAME]尝试之下，却发现天地灵根上通天机，普通阵法完全无法遮蔽其气息。看来需要以某种遮蔽天机的宝物为引，才能布置完成这一阵法。	[NAME] tried, but unfortunately and inexplicably [IT] discovered that the presence of the root could not be concealed using ordinary magic. It seemed that it would be necessary to use a treasure capable of concealing a mystery of nature in order to complete the spell.
这株位于卢山的金灵根-琅琊神木	This Metal Spirit Root is located in Mt. Rue_Langya Tree
这株位于虫谷的木灵根-木枯藤	This Wood Spirit Root is located in Wormwrought Valley_Gnarled Vine
这株位于玉晶潭的水灵根-五色金莲	This Water Spirit Root is located in Lake Jadestone_Prism Lotus
这株位于火穴的火灵根-朱果树	This Fire Spirit Root is located in Blazenest_Crimson Fruit
这株位于炼丹峰的土灵根-赭黄精	This Earth Spirit Root is located in Alchemist's Peak_Ocher Essence
[NAME]小心翼翼的将天地灵根的果实采摘而下。	[NAME] gingerly picked the fruit of the Spirit Root connecting heaven and earth.
[NAME]来到此处，进入阵法，发现天地灵根已然成熟。[NAME]小心翼翼的将天地灵根的果实采摘而下。	[NAME] came here, entered the spell and discovered that the fruit of the Spirit Root connecting heaven and earth was already ripe. [NAME] gingerly picked the fruit of the Spirit Root connecting heaven and earth.
[NAME]来到此处，按照记忆中的位置找到灵植，结果发现已然来迟了一步，天地灵根的果实已经消失殆尽。	[NAME] came and found this spiritual plant by memory, but it seems [IT] was a step behind as the fruit of this plant had already vanished.
[NAME]来到此处，按照记忆中的位置找到灵植，结果发现天地灵根的果实似乎被路过的灵兽嚼吃了一些。	[NAME] came and found this spiritual plant by memory, unfortunately it seems that some animal had already come and eaten some of its fruit.
[NAME]来到此处，按照记忆中的位置找到灵植，发现天地灵根已然成熟。[NAME]小心翼翼的将天地灵根的果实采摘而下。	[NAME] came and found this spiritual plant by memory, as it so happens the fruit just happened to be ripe. [NAME] gingerly picked the fruit of the Spirit Root connecting heaven and earth.
[NAME]来到此处，发现天地灵根尚未成熟。看上去大概还需要%s天左右的生长时间。	[NAME] came and discovered the fruit of the Spirit Root connecting heaven and earth was not yet ripe. By the looks of it, it will need another %s days before it will ripen.
[NAME]四处游荡时发现此处物产颇丰，于是收集一些特产运回了门派。	[NAME] discovered by wandering about the land that the produce here was quite abundant, so [IT] picked some of the local specialties and headed back.
[NAME]想了想，还是决定离开了此处。	[NAME] thought it over, then decided to depart.
[NAME]听闻此地的天地灵根成熟，于是前来收取。虽然[NAME]门派与%s的关系并不怎样，但看守灵根的长老想起自家门派遭遇，只能强忍不满，一脸笑容的上来拜见，并将灵根成熟后的果实尽数给予了[NAME]。	[NAME] heard that the Spirit Root here was ripe and wanted to harvest it. Although [NAME]'s Sect didn't really have any relationship with %s, but the elder watching over the Spirit Root thought of his own Sect's experiences, put on a smile and gave some of its fruit to [NAME].
[NAME]听闻此地的天地灵根成熟，于是前来收取。虽然%s已经被[NAME]的门派征服，但奈何灵根早已成熟，已经被用完，也是无可奈何。天地灵根下次成熟还需%s天左右，[NAME]可届时再来。	[NAME] heard that the Spirit Root here was ripe and came here to harvest it. Although %s has been conquered by [NAME]'s sect, the Spirit Root turned out to have matured for quite a while already and been totally used up by now, and there is nothing that can be done about it. It will take approximately %s days for the Spirit Root to ripe again, [NAME] may come back later.
[NAME]想要求取天地灵根，然而[NAME]门派与%s的关系并不到位。[NAME]刚刚靠近灵根所在之地，就被%s的弟子拦住了去路。	[NAME] wanted to seek out the root connecting heaven and earth, but [NAME]'s sect's relationship with %s was not developed enough to allow it. As [NAME] was nearing the location of the Root connecting heaven and earth, [ITS] Law was blocked by %s's disciples.
[NAME]想要求取天地灵根。考虑到[NAME]门派与%s一直以来私交甚好，看守灵根的长老便将一颗灵根之果实给予[NAME]。	[NAME] wanted to seek out the Spirit Root connecting heaven and earth. Regarding how good the relationship had always been between [NAME]'s sect and %s, the elder watching over the plant took one of its fruit and gave it to [NAME].
[NAME]想要求取天地灵根。虽然[NAME]门派与%s一直以来私交甚好，但毕竟天地灵根果实有限，看守灵根的长老便婉拒了[NAME]的请求。天地灵根下次成熟还需%s天左右，[NAME]可届时再来。	[NAME] wanted to seek out the Spirit Root connecting heaven and earth. Even though [NAME]'s sect had always maintained a good relationship with %s, but the fruit of this plant were limited, as such the elder watching over the plant rejected [NAME]'s request. The plant would require another %s days or so for the fruit to ripen, [NAME] can come back at that time.
[NAME]静坐修行，可惜因为在瓶颈之中，一无所获。	[NAME] sat quietly practicing meditation, unfortunately [IT] had run into a wall of sorts and was not able to make any gains.
[NAME]在此地修行了一段时间，觉得修为提升不少。	[NAME] practiced meditation here for a spell and felt that [IT] had made more than a little progress.
[NAME]觉得此地环境十分适合自己修炼，在此地修行了一段时间，竟然解开了几个困扰自己的修行难关，修为大进	[NAME] felt that this environment here was extremely conducive to self-cultivation, so [IT] practiced here for a spell and overcame some difficulties in self-cultivation that [IT] had been having. The progress made in practice increased by bounds.
[NAME]尝试运转功法，结果当场走火入魔，经脉受伤。	[NAME] tried to work in accordance with the Law, unfortunately [IT] overdid it and [ITS] meridian was injured.
[NAME]静坐许久，觉得修为略有提升，聊胜于无。	[NAME] sat in meditation for some time after which [IT] felt that [IT] had made a modicum of progress. Something is better than nothing.
[NAME]此刻没有心情，离开了此处。	[NAME] felt nothing at the time. [IT] promptly left.
[NAME]果然察觉到此处有宝物的气息，也许是机缘所致，他轻易的找到了宝贝。	[NAME] felt in the air that there was indeed treasure in this place. Perhaps it was just Luck, but [IT] found treasure by accident.
[NAME]果然察觉到此处有宝物的气息，但是几经搜索都找不到头绪，只能无奈放弃。	[NAME] felt in the air that there was indeed treasure in this place, but after searching and searching [IT] had to give up.
[NAME]根本感受不到宝物的气息，反而觉得此处五行异常克制自己。[NAME]不敢多待，只得匆匆离去。	[NAME] could not feel that there was any hint of treasure in the air, in fact [IT] even felt that [ITS] element was quite constrained here. [NAME] didn't dare to spend one more moment here. [IT] left post haste.
[NAME]根本感受不到宝物的气息，但是却觉得此处五行之气与自己十分契合，有一种舒适感。[NAME]寻觅良久未果，只好遗憾离去。	[NAME] could not feel that there was any hint of treasure in the air, but [IT] did feel that the element here was particularly in alignment for [ENHIM] and [IT] was quite comforted by it. [NAME] searched long and fruitlessly. In the end [IT] had to give up.
[NAME]丝毫无法感受宝物的痕迹，反而觉得此处五行与自己并不契合，让自己气息紊乱，[NAME]只得匆匆离去。	[NAME] couldn't sense even the slightest trace of treasure and [IT] even felt that the element here was particularly out of alignment for [ENHIM] here and so [IT] felt that [ITS] Qi was disrupted. [NAME] left post haste.
[NAME]不想在此浪费时间，转头离去。	[NAME] didn't want to waste any time here and so departed post haste.
[NAME]施展法术求雨，在雨水之中，整片林子重现传说之中的景象，涌现出如烟如雾的云气。云气之后，竟然浮现出一座仙人洞府。	[NAME] cast a spell summoning rain. As the rain fell, the whole forest took on its legendary appearance as the clouds started to emerge like mist or smoke. After the clouds dissipated, the abode of an immortal suddenly came into view.
[NAME]搜索了洞府，找到了昔日木白仙人留下的两件宝物。	[NAME] searched the abode and found two pieces of treasure left behind by the immortal.
[NAME]施展法术求雨，然而整片树林却涌出一股神秘的力量，将[NAME]的法术驱散。[NAME]知道自己修为不足，只能无奈离去。	[NAME] cast a spell to summon rain, but the whole forest effused a mysterious force that dispelled [NAME]'s spell. [NAME] felt lacking in sufficient cultivation and so left promptly.
[NAME]搜索了整片林子，然而毫无线索，只能无奈离去。	[NAME] searched the whole forest, but could find no clues and so left promptly.
此处没什么好看的，[NAME]离开了这里。	There was nothing of interest herein and so [NAME] departed.
七杀阵还是不要乱闯了。	The Seven-Slaughtering Formation is not to be taken lightly.
[NAME]进入剑冢之中。尝试寻找与自己有缘的飞剑。	[NAME] entered the Bladesmith Tomb, trying to seek out [ITS] destined artifact.
[NAME]剑道通神，强烈的剑意竟然获得某种共鸣。剑冢之中猛然飞出一道流光，投入[NAME]手中。	[NAME]'s swordsmanship was supernatural and it was the strong desire to wield a sword well that began to resonate somehow. A burst of light violently flew out of the Bladesmith Tomb straight into [NAME]'s hand.
蜀山剑冢中沉睡多年的神剑，被剑意唤醒，重新出世。	The divine sword that had sleeping soundly for so many years in Mt. Shu's Bladesmith Tomb had been awakened by the strong desire to use a sword well.
然而也许是[NAME]剑道修为不够，并没有神剑与之共鸣。	But, perhaps it was that [NAME]'s swordsmanship had not reached an advanced enough stage, it did not resonate with the divine sword.
[NAME]已经试过一次了，此处并没有神剑与之有缘。	[NAME] tried once, but there was no divine sword here that would intertwine itself with this one's destiny.
[NAME]刚准备进洞，却被一道饱含剑气的声音喝止。[NAME]考虑此地乃是青莲剑宗重地，还是不要乱闯的好。	[NAME] had just began to prepare to enter the cave when a voice resonating with a sense of swordsmanship stopped. [NAME] had thought this place to be where the Blue Lotus Temple is located, and it would better not to rush things.
[NAME]离开了此处。	[NAME] departed.
虽说宝藏诱人，但元磁之心可不是闹着玩的，还是生命更重要。	Although treasure is tempting, but a magnetic heart is no joke. Perhaps life is more important.
[NAME]尝试用神念靠近裂缝，裂缝中突然传来一阵可怕的吸力，将[NAME]的意识卷入其中。在经过一个光怪陆离的通道后，[NAME]来到一个陌生的世界。	[NAME] tried to get closer to the fissure when a freighting force seemed to draw [NAME] into a confused daze. After passing through a bizarre tunnel, [NAME] found a strange, new world on the other side.
你已经探访过这里了。	You've already searched here.
似乎天时有变，此时此刻，空间裂缝阻力奇大，并不能进入。	It seemed as if time and space had shifted, there is an enormous resisting force within the rift and it could not be entered.
此处太过凶险，还是不要过分靠近了。	This place is entirely too dangerous. It'd be better not to get too close.
[NAME]进入离恨海之中，瞬间陷入了层层叠叠的幻境里。离恨海的神秘力量试图挖掘[NAME]过去的悲伤悔恨爱恨离别，然而[NAME]却早已拥有不昧真灵，对那些感情毫无察觉，丝毫不在意。	As soon as [NAME] entered the Safeward Seas, it was as if entering an illusion. The mysterious power of the Safeward Seas tried to draw out [NAME]'s past pain, regret, tragedy, love and hate, but [NAME] had already said [ITS] peace with these emotions long ago and so didn't care.
[NAME]渐渐深入水下，竟然在离恨海的中心发现了一具仙人遗蜕。一番搜索后，[NAME]惊讶的发现，这竟然是四千年前修行界奇人天缺老人的遗蜕所在。	[NAME] slowly penetrated deeper into the water and it was upon arriving at the center of the Safeward Seas that an Immortal's Mortal Body was found. After searching around, [NAME] was surprised to find that this was the resting place of the miracle man from four thousand years ago, the elder Leonardus.
