Key	Value
境界突破属性{0}	Breakthrough Type {0}
金劫	Metal Tribulation
木劫	Wood Tribulation
水劫	Water Tribulation
火劫	Fire Tribulation
土劫	Earth Tribulation
渡劫	Tribulation Survival
结丹	Core Shaping
建立神国	Establish Divine Realm
突破瓶颈	Breakthrough
御物	Artifact Mastery
炼器中	Crafting artifact
六壬神算	Astrological Foresight
神灵问踪	Divinity Tracing
成功得到{0}的行踪：{1}。	Successfully traced {0}: {1}.
未能得到{0}的行踪。	Failed to trace {0}.
运转阵法	Operate Formation
成长值	Growth
御丹	Core
灵智	INT
营养	Nu.
低级：{0}。\n	Elementary: {0}. \n
中级：{0}。\n	Intermediate: {0}. \n
高级：{0}。\n	Advanced: {0}. \n
正	Good
邪	Evil
肥加	Chubby Add
肥减	Chubby Minus
壮加	Muscular Add
壮减	Muscular Minus
测试物品	Test Item
=== 加载图鉴数据{0}条 ===	=== {0} illustrated entries loaded ===
丹药	Elixir
秘宝	Rare Artifact
镇物	Relic
内门杂物	Inner Miscellneous
装备	Gear
外门杂物	Outer Miscellneous
材料	Material
鱼类	Fish 
修炼途径	Cultivation Method
上古阵法	Ancient Formation
阵法真意	Truth of Formation
神通	Miracle
妖兽	Monster
凶兽	Fierce Beast
灵宠	Pet
妖族	Yaoguai
建筑人文	Building & Culture
矿石植被	Ore & Plants
自然奇景	Natural Landscape
地点	Location
天下奇物	Rarity & Treasures
妙法玄机	Magic & Methods
众生之相	People & Beings
环境生态	Environment & Ecology
红尘百态	Society & Phenomena
物品图鉴的内容需要在游戏中通过发现来点亮。	To unlock the contents of the Item Encyclopedia, you need to discover them in game.
神通图鉴需要玩家阵营的角色亲自学习来点亮。	To unlock the contents of Miracle Encyclopedia, you need characters of your faction to personally learn them.
功法图鉴需要玩家门派获取来点亮。	To unlock the contents of Law Encyclopedia, your sect needs to obtain them.
生物图鉴需要玩家拥有或击杀该生物来点亮。	To unlock the contents of Creature Encyclopedia, you need to possess or kill these creatures.
建筑图鉴需要玩家亲手建造来点亮。	To unlock the contents of Building Encyclopedia, you need to build them personally.
矿石植被图鉴需要玩家开采来点亮。	To unlock the contents of Ore and Plant Encyclopedia, you need to mine them.
天气图鉴需要玩家遭遇对应天气来点亮。	To unlock the contents of Weather Encyclopedia, you need to have encountered the corresponding weathers.
历练事件图鉴需要玩家经历对应事件来点亮。	To unlock the contents of Adventure Event Encyclopedia, you need to have experienced the corresponding events.
上古阵法图鉴需要玩家结成完整的上古阵法来点亮。	To unlock the contents of Ancient Formation Encyclopedia, you need to form the complete respective formations.
阵法真意图鉴需要玩家结成包含对应真意的阵法来点亮。	To unlock the contents of Truth of Formation Encyclopedia, you need to form the complete formations of the corresponding Truths.
门派图鉴需要玩家拜山对应的门派来点亮。	To unlock the contents of Sect Encyclopedia, you need to visit the corresponding sects.
地点图鉴需要玩家前往目标地点历练来点亮。	To unlock the contents of Location Encyclopedia, you need to travel to these locations for Adventures.
修炼方式图鉴的内容需要在游戏中通过该方法修炼来点亮。	To unlock the contents of Cultivation Method Encyclopedia, you need to cultivate with the corresponding methods in game.
通过在地图环境中选择特定环境解锁。	Select specific environment in map to unlock.
请先在地图中创建所需建筑及物品，接着通过建筑菜单中的蓝图/导出蓝图 框选一个最大不超过20x20的区域，将其中的建筑（包括置物台上符合条件的物品）导出为建筑蓝图	Please create the required buildings and items in the map, and choose an area no larger than 20*20 spaces via Blueprint/Export Blueprint in the Building menu, exporting the buildings (including available items on Displays) as a blueprint.
未选择需要上传的内容	You have not selected any content to upload.
单次上传的建筑蓝图最多允许 20 个	Each upload can only have 20 building blueprints.
{0} 中含有来自模组的建筑或物品	{0} have buildings or items from mods.
上传的内容中有未保存的建筑蓝图，请先保存	There are unsaved blueprints in the uploaded content. Please save first.
{0} 蓝图规格超限，无法上传	{0} blueprints cannot be uploaded due to the size limitation.
等建筑蓝图	Waiting for blueprints
[作者]\r\n    	[Author]\r\n    
[简介]\r\n	[Intro]\r\n
[内容]\r\n	[Content]\r\n
\n此模组含有DLC{0}的内容	\nThis MOD contains content from DLC: {0}
建筑蓝图 {0} 数据写入中...	Loading blueprint {0}…
现在退出未保存的数据将丢失	If you quit now, unsaved progress will be lost.
蓝图丢失	Blueprint lost
<font color=#FF0000>蓝图中存在失落之物！\n</font>	<font color=#FF0000>Lost item in the blueprint!\n</font>
蓝图缺少名称无法保存	Cannot save an unnamed blueprint.
确定删除 {0} 吗？	Do you want to delete {0}?
确定删除以下建筑蓝图吗？\n\n{0}	Do you want to delete the following blueprint(s)? \n\n{0}
新建蓝图	Create new blueprint
自制建筑蓝图	Create your own blueprint
蓝图丢失！	Blueprint is lost!
蓝图	Blueprint
蓝图说明：\n	Blueprint Description: \n
建造材料：\n	Construction Materials: \n
\n放置物品：\n	\nPlaced Item(s): \n
无库存	None in inventory
获取书架：{0}，存储空间：{1} DaoHang	Obtain Shelf: {0}, Storage Space: {1} DaoHang
存储空间不足，共需要 {0}DaoHang, 仅剩余 {1}DaoHang	Insufficient storage space. Requires {0} DaoHang. Only {1} DaoHang remains.
 秘籍:{0} 	 Manual: {0} 
 功法:{0} 	 Law: {0} 
自身功法	Own Law
入库中	Transcribing
不限制	Unrestricted
男	Male
女	Female
人类	Human
出身	Childhood
历世	Adulthood
特殊	Special
插入角色名字	Choose a character name.
插入第三人称代词（他/她）	Choose third-person pronoun (male/female).
插入语第三人称物主代词（他的/她的）	Choose a third-person possessive pronoun (his/her).
确定删除以下背景故事吗？\n\n{0}	Do you want to delete the following background? \n\n{0}
删除成功	Deleted.
注意：修改已存在背景故事的分类可能会导致引用轮回者相应背景丢失。	Note: Changing any existed background's category may cause the loss of relevant reincarnator's background.
不再提醒	Don't show this again
好的	Okay
新故事	New Story
输入数值	Enter Value
添加特性	Add Trait
请选择需要保存的内容	Select content to save.
有需要保存的内容还没有名字	The content you wish to save does not yet have a name.
需要保存的内容还没有名字	The content you wish to save does not yet have a name.
保存成功	Saved.
背景故事 {0} 数据写入中...	{0}'s background story is being written…
灵智缺少名称\n	Lack name of Intelligence\n
 缺少认知\n	 Lack Realization\n
 缺少理智\n	 Lack Rationality\n
增加百分比	Percentage Increase
增加固定值	Increase
新灵智	New Intelligence
请输入名称	Input Name
请选择认知	Select Realization
请选择理智	Select Rationality
请选择感知	Select Perception
灵智 {0} 数据写入中...	Intelligence {0} data is being written...
Name	Name
确定删除以下灵智吗？\n\n{0}	Are you sure you want to delete the following Intelligence? \n\n{0}
正常	Ordinary
壮	Sturdy
胖	Plump
花布	Cotton Fabric
靛蓝布	Indigo Fabric
紫布	Purple Fabric
黄布	Yellow Fabric
蓝布	Blue Fabric
红布	Red Fabric
白布	White Fabric
黑布	Black Fabric
单次上传的轮回者最多允许 20 个	You can only upload 20 reincarnators per time.
轮回者：{0} \n相同性别名字的轮回者已存在，无法保存	Reincarnator: {0} \nFound an existing reincarnator with the same gender and name. Unable to save.
轮回者：{0} \n缺少描述，无法保存	Reincarnator: {0} \nLack in description and cannot be saved.
等轮回者	 etc.
本地轮回者	Local Reincarnator
确定删除以下轮回者吗？\n\n{0}	Do you want to delete the following reincarnator(s)? \n\n{0}
失落的灵智	Lost Intelligence
化形天劫: {0}	Shapeshift Trib: {0}
是	is 
年龄不足	Not old enough
妖族化形	Shapeshifted Yaoguai
{1}:{2:F2}\n(先天:{3:F2} 后天:{4:F2})\n{0}	{1}:{2:F2}\n (Innate: {3:F2}, Postnatal: {4:F2})\n{0}
\n\n[color=#9e6404]不能共存：[/color]	\n\n[color=#9e6404]Cannot coexist:[/color]
[新手推荐]\n	[Recommended for beginners]\n
此经历不可改变。	This background cannot be edited.
未选择需要保存的内容	Content to save not yet selected.
轮回者：{0} \n灵智不够，无法保存	Reincarnator: {0} \nInsufficient Intelligence, unable to save.
自制轮回者	Customize Reincarnator
轮回者 {0} 数据写入中...	Reincarnator {0}'s data is being written…
点击修改	Click to edit
理智列表	List of Rationalities
理智	Rationality
认知列表	List of Realizations
认知	Realization
感知列表	List of Perceptions
删除灵智碎片	Delete Intelligence Shard
新灵智碎片	New Intelligence Shard
练气	Shaper
金丹	Golden Core
元神	Primordial Spirit
真仙	Immortal
基础	Basic
单手武器	1H Weapon
长柄武器	Long Weapon
拳套	Gloves
弓	Bow
双锤	Mallets
极难	Very Hard
难	Hard
中等	Medium
易	Easy
极易	Very Easy
低	Low
高	High
皆可	Will Gain
新丹药	New Elixir
新消耗品	New Consumable
新衣裤	New Clothing
新武器	New Weapon
新其他装备	New Other Equipment
新秘籍	New Manual
单次上传的物品最多允许 20 个	You can only upload 20 items at a time.
上传的内容中有未保存的物品，请先保存	There are unsaved items in the uploaded content. Please save first.
等物品	Items
自定义物品 {0} 数据写入中...	Custom Item {0}'s data is being written…
新物品	New Item
生产数量	Yield
英	Hand
俊	some
美	Beauti
丽	ful
物品缺少名称无法保存	Cannot save an unnamed item.
装备缺少主材料无法保存	Cannot save as main material is missing.
{0} 缺少产出建筑无法保存	{0} does not have output buildings, unable to save.
{0} 缺少产出方式无法保存	{0} does not have output methods, unable to save.
确定删除以下物品吗？\n\n{0}	Do you want to delete the following item(s)?\n\n{0}
消耗品	Consumable
衣裤	Clothing
其他装备	Other Equipment
自制物品	Custom Item
{0}没有收杆，鱼跑了	{0} didn't reel in and the fish was gone.
似乎有个沉甸甸的东西上钩了！！它竟然是--	Something heavy took the bait! And it is…
用力拉杆	Reel In
{0}似乎钓到什么不得了的东西，但却被它逃脱了	{0} seemed to have caught something unusual, but it managed to escape.
没有地方可以放鱼了！	There's no place to release fish.
{0}收获了一条{1}	{0} caught a {1}.
{0}，竟重达{1:f1}斤！！！	{0}, and it is {1:f1} kg!
运气不错，钓到了一条{0:f1}斤的{1}	How lucky! Caught a {1} weighed {0:f1} kg.
极为珍稀的{0}！！！	Extremely rare {0}!
运气不错，钓到了一条极为珍稀的{0}	How lucky! Caught an extremely rare {0}.
一只野生的{0}！！！	A wild {0}!
钓到了野生的{0}	Caught a wild {0}.
不小心钓到了{0}{2}妖{2}{1}，{1}很是恼火	{1} was frustrated for having caught a {0}{2}Yaoguai{2}{1} by accident.
{0}通过累积的垂钓经验和坚韧无比的毅力获得了{1}的称号	{0} has earned the title {1} for long-term fishing experience and perseverance.
{0}通过精湛的垂钓技术和前所未有的运气获得了{1}的称号	{0} has earned the title {1} for expert fishing techniques and extraordinary luck.
垂钓中	Fishing
垂钓收获	Fishing Result
垂钓提竿	Catch Fish
角色	Character
键位的编码已被使用，请更换编码！	Code already in use. Choose another code.
类型或ID不能为空！	Type or ID cannot be empty.
 或 	 or 
天苍{0}年 {1} 第{2}日	Day {2}, {1}, Year {0}, Tiancang 
加载条件过期信息有问题！报错：{0}	Loading condition timed out! Error code: {0}
加载查看移除信息有问题！报错：{0}	Loading removed information! Error code: {0}
加载历史消息	Load History
消息属性{0}存在问题	Message attribute {0} contains an error.
[{0}前]	[{0} Ago]
玄穹录	Immortals
群仙册	Cultivators
红尘记	Mortals
轮回书	Reincarnators
破乾坤	Universe Burst
话外别传存储失败:{0}	Failed to save the Character Epilogue: {0}
开始载入补丁	Download Update
加载{0}配置文件	Load configuration file {0}.
修复程序加载失败，错误信息：{0}	Failed to load repair program. Error message: {0}
\n\n{0}指定	\n\n{0} Select
生产	Produce
祭祀	Rites
没有空闲中的工作台	No Work stations available
(停止工作)	(Work Stopped)
(建造中)	(Constructing)
(等待建造)	(Awaiting Builder)
(缺乏建造材料)	(Requires Material)
(等待建造材料)	(Awaiting Material)
(等待被移动)	(Moving)
(等待安装)	(Installing)
(正常工作)	(Operational)
(被摧毁)	(Demolished)
(等待更换)	(Replacing)
(等待更换材料)	(Replacing materials)
镇	Relic
精怪	Sentient Spirit
历练中......	Adventure......
{2}{3}\n {0}\n剩余:{1}	{2}{3}\n{0}\nRemaining: {1}
需要建造小乾坤界才可打开小乾坤界空间。	You need to build a mini universe to get access to its inner space.
最近	Recent
我方角色	Our Characters
中立角色	Netural Characters
敌人	Enemies
风水镇物	FengShui Relics
功法秘籍	Law Manual
建筑	Building
是否跳过	Skip or not
正在苏醒...	Awakening...
精怪吞噬	Sentient Spirit Devouring
{0}天 {1:D2}:{2:D2}	{0}d {1:D2}:{2:D2}
天苍 {0}年 {1}日	Day {1}, year {0} of Tiancang Era
{0}此物不可通灵	This {0} object cannot be illuminated.
门派人数已达上限，无法增加弟子！	Maximum sect population has been reached. Unable to add any more Disciples!
请先接受 Steam 工作坊法律协议 : 	Please first accept Steam Workshop's legal agreement: 
建立物品的使用者目前已被社群封锁	The user of the created item has been banned from the group.
长时间未响应，建议重新建立	Failed to respond for an extended period of time. Try creating a new one.
使用者目前并未登入 Steam	User is not logged on to Steam.
请检查需要上传的文件是否已丢失或处于打开状态	Check whether the documents you are trying to upload exist or if they are currently open.
预览图像需小于 1 MB，或云端空间不足。	Preview images must be smaller than 1 MB or there is too little space in the cloud.
未知情况：{0}	Unknown situation: {0}
请检查网络是否正常连接Steam社区	Check whether you are connected to Steam.
数据拉取失败，请检查网络是否正常连接Steam	Failed to acquire data. Check whether you are connected to Steam.
请取消该MOD在WEGAME上的审核状态，审核中的MOD无法进行修改编辑	Cancel this mod's 'Verification Status' on WeGame. Mods still under verification cannot be edited.
预览图不符合要求，请使用小于1MB的图片作为预览图	Your thumbnail failed to meet the requirements. Please use a picture less than 1mb.
请检查网络连接状态，或者上传的模组在商店是否处于下架状态，并重试！	Check your internet connection, if the uploaded mod is available in the store, and try again.
取消上传	Cancel Uploading
模组数据拉取失败	Failed to load mod data
创建XML文件成功!	XML document created!
创建文件失败	Failed to create document.
围观	Watch
慕名而来	Come here for your reputation
劫掠而来	Come here and Rob you
雷击	Thunder rains down across the world
混沌初开，乾坤始奠	Chaos spreads whence the heaven and earth are born
生成云雾	Generating clouds
生成山川	Generating the land
生成河流	Generating bodies of water
整理山脉	Arranging mountains
埋下矿石	Burying ores
生成星辰日月	Generating the heavens
生成大地土壤	Generating earth and soil
埋下灵脉	Hiding spirit veins
喝杯水	Drinking water
偷埋宝藏	Hiding secret treasures
推演灵气流动	Deducting the flow of Qi
推演星辰变化	Deducting the movement of the stars
可爱的动物	Creating cute animals
放点	Arranging
播种	Sowing seeds
成长	Growing
推演万物生长	Deducting the life of all things
解锁制作：{0}	Unlock Recipe: {0}
上古时期叱咤风云的[{1}]·[{0}]出世了！	The peerless [{1}] [{0}] from times immemorial has been born into the realm!
【解锁线索·{0}】	[Unlock Clue {0}]
【解锁隐秘·{0}】	[Unlock Mystery {0}]
【解锁重要角色·{0}】	[Unlock Major Character {0}]
发现新的地点：{0}	New Location Found: {0}
但是这个地点你已经知道了	You already know this place!
解锁新的冒险：{0}	New adventure unlocked: {0}
可从以下地点进入：{0}	Enter at the location: {0}
自然与环境	Nature & Environment
一窝孕育中的	Nurturing
难度管理器	Difficulty Manager
对话数据	Dialogues
少量的	Slightly 
较多的	Significantly 
大量的	Greatly 
巨量的	Massively 
{0}{1}经验	{0}{1}XP
获得配方：{0}	Obtained Formula: {0}
习得符咒：{0}	Learned Talisman: {0}
{0:F1}点{1}	{0:F1} points {1}
(技能)	(Skill)
{0}→[color=#009900]{1}(相生)[/color]	{0}→[color=#009900]{1} (Connective)[/color]
{0}→[color=#990000]{1}(相克)[/color]	{0}→[color=#990000]{1} (Counteractive)[/color]
{0}→[color=#999900]{1}(归元)[/color]	{0}→[color=#999900]{1} (Equivalent)[/color]
的宝贝	's Treasure
{0} 需要激活前置模组:\n{1}\n	{0} needs to activate the required mod:\n{1}\n
[color=#880000](丢失)[/color]	[color=#880000](Lost)[/color]
[color=#880000](未激活)[/color]	[color=#880000](Inactive)[/color]
[color=#880000](模组版本不符:v{0})[/color]	[color=#880000](Wrong mod version: v{0})[/color]
[color=#880000](游戏版本过低:{0})[/color]	[color=#880000](Game version too old: {0})[/color]
[color=#880000](不再支持的MOD版本:{0})[/color]	[color=#880000](Unsupported mod version: {0})[/color]
[color=#008800](正常)[/color]	[color=#008800](Normal)[/color]
\n使用模组:	\nMods: 
通知配置	Notification Setting
加载资源	Loading resources
大能出世	Powers are being born
大地与土壤	Generating earth and soil
语言文件丢失\nMissing Language Data\n	语言文件丢失\nMissing Language Data\n
傀·	Puppet: 
尸·	Corpse: 
天	Day
选择文件夹	Choose a folder
开始修复	Start fixing
已修复结束{0}个文件	Finished fixing {0} files
正在修复第{0}个文件\n{1}	Fixing file No.{0}\n{1}
开始读取	Start Loading
读取完成	Load Finished
存储：{0}	Save: {0}
{1}\n读取中...{0}	{1}\nLoading...{0}
生成世界	Generating world
开天辟地	Creating world
天下阵法	World Formation
未命名配置	Untitled Configuration
阵法规模	Formation Size
阵法负荷	Formation Load
阵法稳定度	Formation Stability
无法结阵	Unable to form formation
{0}{1:F0}  {2}等级\n	{0}{1:F0}  {2}Lv\n
{0}{1}  {2}经验\n	{0}{1}  {2}XP\n
{0}{1:F0}  {2}等级(提高上限)\n	{0}{1:F0}  {2}Level (Increased Cap)
获得神国护法：[color=#{2}][{0}·{1}][/color]\n	Obtained Divine Realm Guards: [color=#{2}][{0}·{1}][/color]\n
解锁神国建筑:[{0}]\n	Unlocked Divine Realm Building: [{0}]\n
解锁神通:[{0}]\n	Unlock Miracle: [{0}]\n
解锁淬体之法:[{0}]\n	Unlock Remold Spell: [{0}]\n
解锁战斗姿态:[{0}]\n	Unlock Battle Stance: [{0}]\n
天道影响	The laws of nature affect the world
一个Modifier	One Modifier
\n里面包含了关于[{0}]的奥义	\n Contents include profound knowledge regarding [{0}].
成员	Member
堂主	Branch Leader
被击	attacked
身上已经携带了法宝胚胎{0},无法穿戴多个	Has already incubated {0} and cannot wear the same item.
丢失核心	Lost Core
内灵气	Inner Qi
食用了{0}	Consumed {0}
失去控制	Lost Control
(阳)	(Yang)
(阴)	(Yin)
怀孕中	Pregnant
幻影	Phantom
额外掉落需要在精英怪上才能生效	Only elite monsters can grant extra drops.
被角色的灵性影响无法转换阵营。	Unable to turn due to character's blessing.
门派人数已达上限	Reached the maximum sect population
妖兽无法被转换阵营	Beasts cannot be turned to your side.
大能无法被转换阵营	Sages cannot be turned to your side.
行商无法被转换阵营	Merchants cannot be turned to your side.
灵兽无法被转换阵营	Spirit Pets cannot be turned to your side.
体修无法转换阵营。	Physical cultivators cannot be turned to your side.
幼年期	Child Stage
成长期	Learning Stage
成年期	Mature Stage
内丹	Internal Core
[color=#306BC7]获得了新的修炼功法：{0}[/color]	[color=#306BC7]New Law Training Obtained:{0}[/color]
{0}引荐了几个弟子	{0} recommended some disciples.
获得秘籍：{0} X {1}	Obtained Manual: {0} X {1}
获得秘籍：《{0}》 X {1}	Obtained Manual: {0} X {1}
获得符咒：{0} X {1}	Obtained Talisman: {0} X {1}
获得神民：{0}	Divine Residents Obtained: {0}
{0}的{1}受伤了!	{0}'s {1} is hurt!
{0}受伤了!	{0} is hurt!
门派声望	Sect's Reputation
门派善名	Sect's Good Reputation
门派恶名	Sect's Bad Reputation
{0}点 {1}	{0} points {1}
{1:F0}点 [{0}]好感度	{1:F0} [{0}] Favor
{0}获得称号 [{1}]	{0} obtained title [{1}]
{0:F0}点{1}	{0:F1} points {1}
天谴	Condemnation
功德	Virtue
获得信仰：{0:F0}	Belief Obtained: {0:F0}
参悟秘体：{0:F0}	Meditate on Secret Body: {0:F0}
领悟淬体之法：{0:F0}	Comprehension Remold Spell: {0:F0}
{1}习得秘籍：《{0}》	{1} learned Manual: {0}
{1}已习得秘籍：《{0}》，无法再次领悟。	{1} already knows: {0}, cannot be comprehended again.
{1}获得参悟经验：{0:F0}点	{1} Obtained Inspiration XP: {0:F0}
[{0}]瓶颈已突破	[{0}] has been broken through.
活物组成	Life Composition
重生	Rebirth
[{0}]缺少人手\n	[{0}] is lacking manpower.\n
一个特性	One Trait
{0}带来的{1}{2}	{0} brought {1} {2}.
{0}带来的{1}导致{2}被破坏	{0} brought {1} which lead to the destruction of {2}.
{0}导致{1}被破坏	{0} lead to the destruction of {1}.
失去{0}	Lost {0}
轻身符	Agility Talisman
怠工	Slack off
阳寿已尽	Deceased
同意	Agree
拒绝	Refuse
人心叵测	Distrusting
人心惶惶	Suspicious
蒸蒸日上	Thriving
太平盛世	Prosperous
凡人不轻信他人，甚至纷纷逃离。只能收集到怨念。	People do not trust each other and even try to escape. Can only gather hatred and disappointment.
凡人生活困苦，更容易相信他人。	People are poor but become more open to each other.
此地发展迅速，物欲横流，更容易跟风随流。	This place has been thriving, as consumption rises and people chase popular trends.
人民安居乐业，不断有流民前来此地安家，能收集到更多信仰。	People are happily living here, and there is a constant influx of immigrants. Can gather more beliefs.
{0}需要选择政策	{0} needs to choose a policy
建筑名非法	Illegal building name
建筑类型非法	Illegal building type
不满足建筑条件	Failed to meet the building requirements
不能建在这个位置	Cannot build it here
该区域此类建筑已达上限	No more buildings of the same type in this area
建筑数量已超过上限	Reached the maximum number of buildings
材料不足	Insufficient materials
建筑未解锁	Locked building
由于{0},{1}的政策被取消了，请重新选择政策	Due to {0}, the {1} policy has been canceled. Please select a new policy.
{0}发生事件:{1}	Event in {0}: {1}
物资不足	Insufficient resources
{0}发生灾难：{1}	Disaster in {0}: {1}
招揽而来	Recruited
招揽弟子	Recruit Disciple
无法习得秘籍\n	Unable to learn manual.\n
已领悟\n	Learned\n
秘籍异常\n	Manual Error\n
自行领悟，不可传授。\n	Learned on your own and cannot be passed on.\n
此人现在对玄门奥义的积累不足，学习旁门心得对此人已经没有什么启发。\n	This individual has limited Orthodox knowledge of so far, thus studying Unorthodox arts from other schools will no longer bring inspiration.\n
参悟不足({0:F0}/{1:F0})\n	Too low Inspiration ({0:F0}/{1:F0})\n
境界不够({0}/{1})\n	Too low State ({0}/{1})\n
不能共存：{0}\n	Cannot coexist: {0}\n
前置条件：{0}\n	Prerequisites: {0}\n
角色已死亡	Character is deceased.
\n不能共存：{0}	\nCannot coexist:{0}
\n金丹品级不够：{0}品	\nGolden Core tier too low: {0}
\n灵气最大值不够：{0:F0}/{1:F0}	\nToo low Max Qi: {0:F0}{1:F0}
\n天劫洗礼次数不够：{0:N0}/{1:N0}	\nToo few Heavenly Reforges: {0:N0}/{1:N0}
\n参悟不足：{0:F0}/{1:F0}	\nToo low Inspiration {0:F0}/{1:F0}
\n道行不够：{0}	\nToo low Attainment: {0}
\n已达到道行上限	\nAttainment cap reached.
\n前置条件：{0}	\nPrerequisites: {0}
\n境界不够：{0}	\nToo low State: {0}
\n{0}等级：{1}/{2:F0}	\nLv {0}: {1}/{2:F0}
{1}{0:F0} 精元\n	{1}{0:F0} Stamina\n
秘籍：{0}\n	Manual: {0}\n
淬体之法：{0}\n	Remold Spell: {0}\n
秘体：{0}\n	Secret Body: {0}\n
姿态：{0}\n	Stance: {0}\n
\n附加 {0} 的效果:	\nAdded an {0} effect: 
神秘符咒	Mysterious Talisman
\n{0}{1:F0}  {2}等级	\n{0}{1:F0}  {2}Level
\n{0}{1:F0}  {2}等级(提高上限)	\n{0}{1:F0}  {2}Lv (Increased Cap)
{0}瓶颈突破成功	{0}'s breakthrough successful
仙人{0}经过无量劫难，度{1}重天劫，于天苍历{2}年{3}斩断尘缘，以{4}证得灵仙之境。	After undergoing numerous trials, {0} was struck by Heaven's tribulation {1}; in the {3} of the year {2} of the Tiancang Era, {0}'s left its mortal body and attained immortality due to {4}.
天劫	Heavenly Tribulation
瓶颈突破失败	Failed to breakthrough
遇到瓶颈	 reached a limit.
修行运转之法	Practice Vortex Law
伪造的	Fake
\n但似乎是伪造的，效果大打折扣。	\nBut it seems to be a fake and its effects are greatly diminished.
一张随意为之但充满想象力的符咒，不知道会有什么神奇的效果。	A symbolic talisman brimming with imagination. I wonder what marvelous effects it contains.
{0}获得淬体之法：[{1}]\n{2}	{0} acquired Remold Spell: [{1}]\n{2}
{0}习得战斗姿态：[{1}]\n{2}	{0} learned Battle Stance: [{1}]\n{2}
{0}的秘体[{1}]发生变化：\n[color={4}]{2}重→{3}重[/color]	Changes occurred on {0}'s Secret Body [{1}]: \n[color={4}]{2}th layer→{3}th layer[/color]
{0}无法习得秘体[{1}]，缺少以下部位:\n{2}	{0} is unable to acquire Secret Body [{1}], the following parts are missing:\n{2}
{0}获得秘体：[{1}]\n{2}	{0} acquired Secret Body: [{1}]\n{2}
{0}(第{1}重)\n	{0}({1}th layer)\n
真炁消耗：{0}	True Qi Consumption: {0}
乱舞概率：{0:P2}	Ranbu Chance: {0:P2}
淬体	Remold
{0}位于{1}上的{2}恢复时竟然引动躯体本能，发生了一次进化。	When {0} was recovering at {2} on top of {1}, it unexpectedly activated body instincts and caused an evolution to occur.
{0}在淬炼{1}时，突然感悟到体内远古的血脉被唤醒了。	When remolding {1}, {0} felt a sudden awakening of ancient bloodline inside body.
不会淬体之法[{0}]	Incapable of casting Remold Spell [{0}]
需要对已完成的淬炼进行选择	Selection of finished Remoldings needed.
精元不足：{0}/{1:N0}	Insufficient Stamina: {0}/{1:N0}
{0}不足：{1}/{2}	Insufficient {0}: {1}/{2}
未知错误	Unknown error
与{0}({1})不能共存	Cannot coexist with {0}({1})
{0}已达到最大等级	{0} has reached the maximum level.
部位拥有词条个数已达最大数量	Maximum number of entries available for this part has been reached.
是否将[color=#990000][{0}][/color]强化到[color=#990000][{1}][/color](已有效果{2}/{3})?	Do you want to enhance [color=#990000][{1}][/color](Effect Owned{2}/{3}) with [color=#990000][{0}][/color]?
{0}解锁神国建筑:[{1}]\n{2}	{0} unlocks Divine Realm Building: [{1}]\n{2}
{0}的神国迎来护法：\n[color=#{4}][{1}·{3}][/color]\n{2}	{0}'s divine realm welcomes guard:\n[color=#{4}][{1}·{3}][/color]\n{2}
[color=#FF0000]已达到最大等级[/color]	[color=#FF0000]Has reached the maximum level[/color]
[color=#FF0000]只能建筑在{0}环到{1}环[/color]\n	[color=#FF0000]Can only be built between {0} ring to {1} ring[/color]\n
{2}数量限制：{0}({1}){3}\n	{2} Limit: {0} ({1}) {3}\n
{2}占用神民：{0}({1}){3}\n	{2} Divine residents occupied: {0} ({1}) {3}\n
{2}天谴大于：{0:F0}({1:F0}){3}\n	{2} Condemnation more than: {0:F0} ({1:F0}) {3}\n
{2}天谴小于：{0:F0}({1:F0}){3}\n	{2} Condemnation less than: {0:F0} ({1:F0}) {3}\n
等于	Equal
大于	More than
小于	Less than
{2}信仰：{0:F0}({1:F0}){3}\n	{2} Belief: {0:F0}({1:F0}) {3}\n
性别：{0}\n年龄：{1:N0}\n门派：{2}	Gender: {0}\nAge: {1:N0}\nSect: {2}
神名	Divine Title
{0}：{1:N0}({2:N0})(最低需要有:{3:N0})	{0}: {1:N0}({2:N0})(Minimum requirement: {3:N0})
神秘瓶颈	Mysterious Limit
角色属性数据	Character Stats Data
\n[color=#9e6404]受以下状态影响:[/color]	\n[color=#9e6404]Is under the following effects:[/color]
\n情绪影响:\n {0:N0}%	\nMood: \n {0:N0}%
\n境界影响:\n {0:N0}%	\nState: \n {0:N0}%
目标角色来自DLC:{0}	Target character is from DLC: {0}
应天争夺成功，返回门派后可获得凝聚的灵石	Win the Heaven Echo fight, will gain crystallized spirit stones after back to sect.
应天争夺失败	Lose the Heaven Echo fight
非常抱歉！存档失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试再次存档或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	We're terribly sorry but your game failed to save.\nYou might want to rage and blame us developers at the moment, and we understand you as this shouldn't have happened.\nSorry! Please try to save again or load an old save.\nIf you need help or wish to report an issue, please contact us at QA@GSQStudio.com.
无门派	No Sect
天下门派	World Sects
门派传闻	Sect Rumor
无门无派	Unaffiliated
门派ID>=500会带来未知的异常	Sect ID>=500 will cause unknown problems.
