ID	Name	Desc
511	Top Scholar	[NAME] já foi um campeão do exame imperial e [ITS] o nível de cultura foi considerado bastante alto. No entanto, [IT] amava a agricultura e por isso renunciou [ITS] à posição de funcionário e desapareceu nos campos.
512	Volunteer Leader	[NAME] já foi líder de um exército voluntário que lutou para derrubar estados corruptos. Mas, no final, [ITS] soldados se separaram devido a lutas internas.
513	Volunteer Soldier	[NAME] já foi um soldado em um exército voluntário. A vida no exército deixou [ENHIM] com um físico impressionante. Convicções revolucionárias endurecidas [ITS] vontade.
514	Rebel Leader	[NAME] já foi um líder rebelde e era proficiente em comandar. Como líder, [NAME] eram implacáveis ​​e frios e lideravam [ITS] tropas para pilhar, queimar, saquear e ir contra o exército imperial. Durante uma batalha, [ITS] tropas foram cercadas e [NAME] foi o único a escapar vivo.
515	Rebel Soldier	[NAME] ingressou em um exército rebelde devido à insatisfação com os altos impostos. Mas [NAME] não suportou a pilhagem e o saque do exército rebelde. Uma noite, [NAME] matou um colega soldado depois de uma noite de seus atos indescritíveis e assim fugiu.
516	Fugitive	[NAME] é um prisioneiro fugitivo e alguns anos em fuga deixaram [ITS] os nervos sensíveis e agitados. Isso tornou [ENHIM] passível de explodir em ataques de emoções intensas.
517	Butcher	[NAME] era um carrasco que executava pessoas condenadas à morte. Tanto sangue nas mãos [ITS] fez o coração deles parecer um bloco de gelo.
518	Evil Sect Lackey	[NAME] era um lacaio de uma seita maligna que era responsável por manter os contatos e negócios da seita. Embora [NAME] não tenha sido formalmente ensinado Cultivo, mas absorveu algum conhecimento de [ITS] experiências.
519	Hospital Doctor	[NAME] era um médico de hospital e embora [ITS] as habilidades não fossem as melhores, mas as doenças normais não eram problema.
520	Medic	[NAME] era um médico em um exército. [ITS] as habilidades eram impressionantes e passar tanto tempo com o exército incutiu a vontade de um soldado em [ENHIM].
521	Travelling Healer	[NAME] era um curandeiro viajante conhecido em toda a terra. [NAME] amava a medicina e tomava a cura dos doentes e feridos como uma responsabilidade pessoal. As viagens de [NAME] expuseram [ENHIM] a muitas coisas e ajudaram a aprimorar [ITS] habilidades médicas.
522	Veterinarian	[NAME] era um veterinário e, embora também pudesse curar pessoas, [ITS] as habilidades de cura não estavam realmente à altura da tarefa de nada sofisticado.
523	Port Porter	[NAME] era um porteiro em um porto. Um trabalho duro como este constrói um físico poderoso e uma grande estrutura. Também teve seu preço no corpo [ITS].
524	Mountain Porter	[NAME] era um carregador de montanha. Um trabalho duro como este constrói um físico poderoso e uma grande estrutura. Viagens frequentes para cima e para baixo da montanha também proporcionam um grande senso de equilíbrio. Também teve seu preço no corpo [ITS].
525	Dojo Instructor	[NAME] era um instrutor em um dojo. As habilidades de [NAME] não eram ruins e, portanto, a reputação de [ITS] era bem conhecida na área. \nInfelizmente, agarrar acidentalmente o peito de um discípulo deixou [ENHIM] sem propriedade e sem identidade.
526	Private Tutor	[NAME] era um professor particular que tinha conquistas acadêmicas impressionantes, mas [NAME] era muito rigoroso e tradicional, então os alunos tendiam a não gostar de [ENHIM]. [NAME] pegou um nobre trapaceando durante um exame imperial. O nobre teve [ITS] a perna quebrada como retribuição.
527	Mountain Hunter	[NAME] é um caçador de montanha forte e vigoroso que é adepto de armadilhas. [NAME] tem um cão leal ao lado [ITS].
528	Arctic Hunter	[NAME] é um caçador acostumado a climas árticos. O corpo de [NAME] é extremamente bem desenvolvido e como este está acostumado a correr sem camisa nos campos de neve, então o frio não é algo que [IT] teme.
529	Nomadic Hunter	[NAME] é um caçador nômade das pradarias que vive no deserto durante todo o ano, como consequência [NAME] não tem como entrar em sono profundo.
530	Imperial Hunter	[NAME] é um caçador imperial que é responsável por ensinar os filhos do imperador a caçar. As habilidades de [NAME] são proeminentes e são frequentemente comentadas, mas [NAME] descobre que viver na casa imperial incutiu uma forte necessidade de usar peles.
531	Matchmaker	[NAME] é adepto da fala e adora fofocar. [NAME] é um famoso casamenteiro que se diz ser ótimo em encontrar um par que dure a vida inteira.
532	General's Assistant	[NAME] é ajudante de um general que viaja com o exército e, embora este não seja o mais engenhoso, [ITS] a cautela ajudou muitas vezes a minar as emboscadas e estratégias inimigas. Isso deu [ENHIM] uma sensação de auto-satisfação.
533	Constable	[NAME] é um policial responsável por rastrear criminosos. [NAME] rastreou muitos ao longo dos anos e tem feridas para provar isso.
534	Fortuneteller	[NAME] espreita pelas ruas contando a sorte para ganhar a vida. [NAME] não tem nenhuma habilidade real para falar além da capacidade de falar sem parar. Anos nas ruas deram [ENHIM] olhos como um falcão e, portanto, tornou-se bastante hábil em descrever as situações do jeito que elas realmente são.
535	Artist	[NAME] é um artesão com tinta e pincel que se destaca em paisagens e retratos. [NAME] tem uma loja de arte em casa, onde este ganhava a vida pintando para funerais e casamentos.
536	Army Cook	[NAME] é um chef que viaja com o exército. [IT] está acostumado a cozinhar grandes quantidades de comida que, embora não necessariamente ganhem mais elogios por seu sabor, mas uma pilha inteira com certeza pode ser cozida em um instante.
537	Stablehand	[NAME] leva a vida cuidando de cavalos. [NAME] é responsável por cuidar de várias centenas de cavalos por dia. \nA repetição das mesmas tarefas dia após dia cansou [ENHIM] que frequentemente sonha acordado com romances enquanto alimenta os cavalos.
538	Herder	[NAME] é membro de uma tribo que vive nas pastagens. [NAME] sempre teve boa visão, razão pela qual este é o responsável pelo rebanho da tribo. \nCuidar dos rebanhos é uma tarefa onerosa por si só, não só é preciso impedir que qualquer animal se desvie, mas também deve ser protegido por qualquer um que os preda. Isso fez com que [NAME] se tornasse extremamente ágil.
539	Seaman	[NAME] é marinheiro e todos os anos à medida que a maré se aproxima, [NAME] exibe [ITS] habilidades lutando contra a crista da maré, que agrada aos oficiais que vêm assistir não machuca. Durante o resto do ano [NAME] tem que treinar intensamente para manter [ITS] a condição física em seu pico para não perder para a maré viva do próximo ano.
540	Geomancer	[NAME] é um infame geomante que ajudou inúmeros oficiais e nobres a sintonizar o Feng Shui de suas casas. Até a família imperial da atual dinastia procurou [ITS] conselho.
541	Master Chef	[NAME] é um chef de cozinha que é conhecido por toda a terra. As habilidades de [NAME] na cozinha são magistrais e até se diz que [NAME] uma vez cozinhou para os Imortais em uma paisagem de sonho.
542	Foreman	[NAME] é capataz da corte imperial e é tão competente que este foi encarregado de construir um palácio luxuoso para o imperador. [NAME] era bastante exigente com os outros, e muitas vezes aplica punições severas aos trabalhadores até o ponto de tortura que tirou mais do que algumas vidas.
543	Architect	[NAME] tornou-se um arquiteto famoso ainda jovem e aprendeu a arte da arquitetura com alguns dos arquitetos mais famosos. \nEnquanto estudava [ITS] ofício, [NAME] já foi responsável por um projeto e construção de um jardim do palácio, e foi a partir disso que [NAME] começou a ganhar tanta fama.
544	Acrobat	[NAME] é um acrobata que se apresentou com [ITS] trupe. Muitos anos realizando esta arte deixaram [ENHIM] com uma concentração incrível na medida em que mesmo com multidões enormes e barulhentas a performance será ao mesmo tempo imaculada e deslumbrante.
545	Snake Charmer	O encantamento de cobras foi transmitido pela família de [NAME] por gerações. [NAME] criou uma cobra extremamente venenosa desde tenra idade e é capaz de se comunicar com ela de perto. [NAME] conta com essa habilidade para ganhar a vida e até teve que sobreviver a uma briga com colegas para continuar fazendo isso.
546	Monkey Performer	[NAME] é um performer que realiza vários truques com um macaco. Esta arte foi passada para [ENHIM] por [ITS] membros da família que fazem isso há gerações. [NAME] começou quando pequeno e tornou [ENHIM] ágil e deu [ENHIM] proeza marcial proeminente. \nDurante uma apresentação, [ITS] macaco ofendeu um rufião local. [NAME] teve que lutar contra um bando de rufiões para salvar o macaco. Um olho foi perdido no processo.
547	Innkeeper	[NAME] administra uma estalagem na fronteira que se saiu muito bem devido à importante estrada em que ficava. Infelizmente, os que vêm são muitos e variados, então sempre há alguns problemas para se preparar. \nPara remediar essa situação, [NAME] contratou vários bandidos e até estudou algumas formas de se defender.
548	Lay Disciple	Passar a vida nas profundezas da pobreza imerso [NAME] na dor e na miséria. [NAME] tornou-se um discípulo leigo para encontrar uma lasca de descanso mental e converteu [ITS] todo o coração no processo, como se encontrou a paz.
549	Mendigo(a)	[NAME] costumava ser um arquiteto com uma família feliz e algumas economias para arrancar. Mas então [NAME] encontrou o jogo e foi assim que tudo se perdeu e [NAME] acabou sendo um mendigo.
550	Prodigal Son	[NAME] vem de uma família instruída. No entanto, [NAME] se cansou da trilha estabelecida para [ENHIM] pela família [ITS]. E assim, [NAME] começou a estudar artes marciais secretamente e saiu de casa, tornando-se uma espécie de pródigo que vaga pela terra praticando artes marciais.
551	Hostess	[NAME] era filha de um general, mas [ITS] a família foi destruída quando [ITS] o pai se envolveu em uma rebelião. \nDevido à [ITS] beleza e charme, [NAME] conseguiu sobreviver como anfitriã e não teve que fazer algo como oferecer serviços sexuais aos clientes. Ainda assim, esse tipo de estilo de vida deixou [ENHIM] desesperado.
552	Actor	[NAME] foi escolhido para ser ator graças à boa aparência e charme. Como [ITS] a fama cresceu, [NAME] foi capaz de se apresentar para oficiais em suas mansões. Isso deu [ENHIM] uma amostra de outra vida. [NAME] começou a ansiar por ganhos materiais com sonhos de ficar rico e deixar a atuação para trás.
553	Streetwalker	[NAME] foi vendido ainda jovem para quitar uma dívida e assim acabou vendendo [ITS] o corpo. \nAnos nesta linha de trabalho permitiram [ENHIM] ver o lado sombrio da humanidade. No entanto, no fundo [NAME] ainda acreditava no futuro.
554	Bee Keeper	[NAME] é um apicultor extrovertido com um talento especial para conversa fiada. Este é capaz de convencer muitos apenas com palavras de que [ITS] o mel é mais saudável do que outros na medida em que pode prolongar sua vida. Muitos são os que peregrinam só para comprar [ITS] mel.
555	Dancer	[NAME] é um dançarino e a espinha dorsal do grupo [ITS]. [IT] tem um passado triste e, portanto, o grupo é como um recipiente no qual [NAME] despeja [ITS] emoções, ajudando [ENHIM] a lidar com [ITS] passado.
556	Boat Pilot	[NAME] nunca foi à escola, mas acabou conseguindo um emprego como piloto de barco. Como [NAME] nunca foi brilhante, então este sempre foi provocado pelos outros, mas nunca percebeu o fato de ser provocado.
557	Accountant	[NAME] gerencia contas para uma grande empresa. Manter o controle das flutuações de tanto dinheiro fluindo é uma tarefa onerosa por si só. É ainda mais quando se leva em conta todas as solicitações e demandas que também devem ser levadas em conta.
558	Guard	[NAME] recebeu um emprego como guarda como agradecimento por salvar uma vida. [NAME] faz todas as paradas e frequentemente fica patrulhando a noite toda. \nDurante uma crise uma vez, [NAME] impediu [ITS] o empregador de receber uma facada fatal, mas [ITS] os órgãos sofreram danos no processo e a recuperação foi lenta.
559	Steward	O avô de [NAME] era o administrador do atual primeiro-ministro. Depois que [ITS] avô faleceu, [NAME] assumiu o cargo. \n[NAME] não conseguiu evitar que todos os segredos obscuros fossem escondidos em segundo plano. Esses segredos rapidamente consumiram [ENHIM], tornando-se [NAME] frios e sem coração.
560	Master Candy Maker	[NAME] é um fabricante de doces mestre de alto nível. As mãos habilidosas de [NAME] podem pegar doces e moldá-los em qualquer forma. A obra de arte de \n[NAME] é amada pelas crianças e [NAME] tem um amor pelo artesanato.
561	Lumberjack	[NAME] é um lenhador. Tem havido uma enxurrada de construção pelo palácio nos últimos anos e [NAME] fez [ITS] melhor para acompanhar. \nAo limpar uma floresta uma vez, os moradores ficaram furiosos e [NAME] acabou com uma perna quebrada quando tudo foi dito e feito.
562	Miner	[NAME] vende-se como mineiro. Passar o dia todo na mina fez com que [NAME] se acostumasse com a vida na escuridão. O trabalho duro também deu [ENHIM] um físico robusto.
563	Mine Overseer	[NAME] é filho de uma ramificação de uma grande família e por isso foi enviado para supervisionar uma das minas da família. [NAME] amaldiçoa [ITS] o destino e [ITS] os planos da família e tira [ITS] a raiva dos trabalhadores. Isso tornou [ENHIM] implacável e cruel.
564	Witch	[NAME] afirma ser capaz de sentir sinais invisíveis, mas misteriosos, que podem ser usados ​​para evitar o mal. [NAME] passou vários anos se tornando uma bruxa razoavelmente famosa.
565	Miracle Maker	[NAME] teve um sonho estranho em que um deus escolheu [ENHIM] para representar o deus. \nNo começo, como [NAME] não tinha habilidades, então este estava em pânico, mas com o passar do tempo, [NAME] começou a ser capaz de ler mensagens do nada e acabou deixando [ITS] o próprio poder vai para a cabeça [ITS].
566	Temple Attendant	[NAME] é um atendente do templo que é modesto e tolerante com as pessoas. Por muitos anos, [NAME] dirigiu o templo, durante os quais este ganhou o apoio e o amor do povo.
567	Wild Monk	[NAME] é um monge de um templo taoísta sem nome. [NAME] é órfão e não tem habilidades para inicializar, então [NAME] passa o dia inteiro lendo livros taoístas e praticando, mas parece que não consegue colocar um pé na porta. [NAME] ajudar com casamentos, funerais e outras cerimônias na maioria dos dias para ganhar a vida.
568	Swordsman	[NAME] é um espadachim que nunca faz um movimento sem uma máscara, como resultado, ninguém sabe [ITS] a verdadeira identidade. A habilidade de \n[NAME] com a espada é ótima e [ITS] o movimento como um raio. Diz-se que ninguém pode nem mesmo pegar [ITS] sombra quando [NAME] atacar.
569	Travelling Warrior	[NAME] é um guerreiro viajante que rouba dos ricos e dá aos pobres. A fim de evitar quaisquer oficiais que iriam caçar [ENHIM], [IT] vive no deserto não chamando nenhum lugar de lar.
570	Assassin	[NAME] viveu em extrema pobreza enquanto crescia, o que fez com que [ENHIM] tivesse que aprender a esconder [ITS] emoções e desenvolver uma paciência incrível. Como resultado, uma organização eventualmente descobriu [ENHIM] e treinou [ENHIM] para ser um assassino. \n[IT] é um fabricante de caixões como fachada, mas secretamente [IT] está apenas esperando a ordem deixando [ENHIM] saber a identidade do próximo alvo.
571	Blood Brother	[NAME] é um bandido que é extremamente feroz em uma luta e sem medo da morte. Durante uma luta, uma vez, [NAME] foi gravemente ferido. Mas [NAME] foi flagrado por um policial que passava e foi sorrateiramente salvo e acabou se tornando um irmão de sangue desse policial.
572	Crossbowman	[NAME] é um besteiro de elite na guarda do palácio. Anos de treinamento com a besta deram [ENHIM] olhos de águia e passar tanto tempo em batalha deixou [ENHIM] com uma disposição calma mesmo diante do perigo.
573	Sharpshooter	[NAME] era um caçador que era incrível no tiro com arco. [NAME] poderia atingir um cervo em fuga a mais de cem passos. \nQuando os rebeldes se levantaram, [NAME] ingressou no exército e ganhou uma grande reputação graças à [ITS] habilidade com o arco e assim foi escolhido para se juntar à guarda do palácio.
574	Scout	[NAME] tem uma obsessão por equitação e uma paixão por galopar a cavalo. A habilidade de \n[NAME] em andar a cavalo atraiu a atenção de quem estava no acampamento militar próximo. Eles prometeram [NAME] que se este se juntasse e passasse por treinamento de escoteiros, eles dariam [ENHIM] um cavalo de primeira para montar. [NAME] aproveitou a oportunidade.
575	Apothecary	[NAME] adora pesquisar todos os tipos de plantas. [IT] pode dizer quais propriedades medicinais qualquer planta da floresta tem sem hesitar. [IT] decidiu que se tornar um boticário seria o melhor meio de utilizar esses dons.
576	Forest Guard	A aldeia de [NAME] foi construída de costas para uma grande montanha. A floresta da montanha é como um refúgio para seu povo, bem como o depósito de todos os seus alimentos e roupas. \n[NAME] juntou-se à guarda florestal das aldeias para poder proteger a floresta.
577	Broker	[NAME] é caloroso e bem conectado. [NAME] é adepto da gestão de relacionamento, o que permitiu que [ENHIM] se tornasse um grande corretor. \nApós vários altos e baixos, [NAME] acumulou uma grande quantidade de riqueza em [ITS] anos trinta e atingiu um estado de espírito único.
578	Gambling House Boss	[NAME] começou cedo no submundo, mas um esforço significativo e pessoas suficientes pisoteadas forneceram amplas recompensas. \n[NAME] agora administra uma série de grandes casas de jogo. O poder de [NAME] é respeitado em toda a área.
579	Worm Keeper	[NAME] originalmente vem de uma pequena cidade na fronteira sul. Uma vez [NAME] foi capturado durante um ataque bárbaro. \nOs bárbaros forçaram [ENHIM] a assumir a perigosa tarefa de manter os vermes. Nesta linha de trabalho, é extremamente fácil morrer de infecção. \nA situação precária e a morte miserável dos companheiros wormkeepers deram [ENHIM] pesadelos.
580	Eunuch	Para escapar da pobreza, [NAME] desistiu [ITS] da masculinidade e entrou no palácio para servir de eunuco. [NAME] ansiava pelo poder e finalmente se destacou no mundo quando se tornou um importante eunuco. \nMas, cada vez que [NAME] se lembrava da dor da castração, este realmente se arrependia.
581	Petty Landlord	[NAME] ganhava mais do que uns trocados fazendo negócios, mas [NAME] era preguiçoso por natureza e cansado do mercado. Este só queria uma barriga cheia, não importava quanto tempo fosse gasto. \nEntão, [NAME] voltou para casa e comprou algumas terras e tornou-se um pequeno proprietário.
582	Male Escort	[NAME] era um espectador desde o dia em que nasceu. [NAME] conseguiu chamar a atenção da irmã mais nova do imperador e acabou se tornando seu acompanhante. \nUsando [ITS] beleza, [NAME] conseguiu ganhar alguns favores para [ITS] família, o que rejeitou os outros acompanhantes para invejar e odiar [ENHIM]. [NAME] acabou sendo enquadrado e perdeu [ITS] o status de animal de estimação.
583	Spy	[NAME] tinha um armazém geral na capital. [NAME] parecia nada mais do que um plebeu simples e inarticulado. \nNo entanto, [NAME] era um espião de um estado inimigo que penetrou na capital para ficar a par das últimas tendências do palácio.
584	Thief	[NAME] roubava para viver, mas não era muito bom nisso e muitas vezes era pego em flagrante. \nComo resultado, [NAME] costumava ser espancado e, portanto, os ferimentos recebidos acabavam dificultando o roubo. Era um ciclo vicioso.
585	Pickpocket	[NAME] tem uma sensibilidade estranha para quem tem dinheiro e quem não tem, bem como onde eles o mantêm em sua pessoa. Isso faz com que [NAME] seja capaz de identificar facilmente as pessoas que estão com a guarda baixa para que este possa mergulhar no conteúdo desses bolsos.
586	Philanthropist	[NAME] é um filantropo bastante famoso na região por ser bondoso, de espírito público e caridoso. \n[NAME] tem uma grande visão para a terra, infelizmente [ITS] o corpo é frágil e incapaz de realizar a visão. Como resultado, [NAME] adora ajudar aqueles que estão com pouca sorte.
587	Passed-over Scholar	[NAME] queria obter mérito através do exame imperial só que este não conseguiu subir depois de passar no exame a nível de condado. Tentar uma e outra vez teve seu preço quando [NAME] circulou o ralo.
588	Palace Food Officer	[NAME] é um oficial de alimentos no palácio que é responsável por provar a comida todos os dias para ver se é suficiente para o imperador. \nComo esse tipo de trabalho é literalmente abrir a boca para ganhar a vida, [NAME] tornou-se preguiçoso e decadente como resultado.
589	Yamen Runner	[NAME] é o yamen runner para um escritório administrativo responsável por vigiar a prisão e executar prisioneiros conforme necessário. \n[NAME] adora a sensação de bater nas pessoas com um clube, isso realmente faz com que este se sinta com sorte na vida.
590	Lion Dancer	[NAME] deixou [ITS] cidade natal estéril para ganhar a vida e acabou se juntando a uma trupe de performance que viajou por aí. \nAssim como [NAME] era ágil e tratava bem as pessoas, assim o líder da trupe confiou [ENHIM] a dança do leão pela qual [NAME] recebeu muitos elogios.
591	Taoist Priest	O corpo de [NAME] era frágil desde tenra idade, então este passou a residir em um templo taoísta onde se podia cuidar do corpo. Passar muito tempo sendo exposto aos ensinamentos taoístas incutiu um profundo interesse pelo taoísmo em [ENHIM] e assim [NAME] acabou se tornando um sacerdote taoísta.
592	Monk	Um sério revés emocional transformou o coração de [NAME] em cinzas. Para evitar a dor e a preocupação causadas por este mundo, [NAME] tornou-se monge.
593	Taoist Temple Abbot	[NAME] é o abade de um pequeno templo taoísta. Além de cantar e praticar todos os dias, [NAME] usa as habilidades médicas aprendidas para ajudar aqueles que vivem nas proximidades. \nConsequentemente, [ITS] o templo não é o maior, mas sua reputação varia muito.
594	Chief of Brigands	[NAME] é o chefe de uma fortaleza controlada por bandidos que ganha a vida com as caravanas de assalto. \nEmbora [NAME] esteja no ramo de roubo, mas este tem princípios... se eles não resistirem, ninguém se machuca.
595	Miracle Doctor	[NAME] é um médico famoso cujas habilidades são lenda. No entanto, uma vez depois de tratar um nobre, [NAME] foi recompensado por [ITS] bondade com inimizade. \nIsso causou uma mudança radical na disposição [ITS] e então este começou a usar [ITS] habilidades médicas para tirar a vida. [NAME] começou retribuindo aquele nobre matando ele e 99 membros de sua família.
596	Calamity Survivor	A calamidade atingiu a cidade natal de [NAME] e este foi o único sobrevivente. O Qi que entrou no corpo [ITS] como resultado da calamidade tornou [ENHIM] doente, mas [NAME] também ficou com uma sensação excepcional de Qi.
597	Next of Kin	A terra natal de [NAME] foi demolida por uma Seita do Mal. [NAME] ficou sem nenhum parente, mas ficou com uma semente de ódio enterrada no coração [ITS]. [NAME] estava empenhado em se vingar e não perdia tempo com trivialidades.
598	Cold-wave Survivor	[NAME] uma vez experimentou uma incrível onda de frio. A onda durou meses e [NAME] sofria de frio e fome, o que fez com que a comida se tornasse uma obsessão central.
599	Plague Survivor	[NAME] experimentou uma praga de insetos: todos os alimentos e animais foram consumidos, apenas os humanos passaram por isso, escondendo-se em um buraco na terra. Para sobreviver aos mais de dez dias da praga, todos não tiveram escolha a não ser comer os próprios insetos. Essa experiência incrível marcou [NAME], dando [ENHIM] pesadelos.
600	Got Burnt	[NAME] era piromaníaco desde tenra idade. Uma vez, ao brincar com fogo, acabou causando um bem grande. [IT] acabou sobrevivendo ao fogo violento, mas ficou com queimaduras por todo o corpo.
601	Fire Survivor	A casa de [NAME] foi reduzida a cinzas, o que deixou [ENHIM] com uma memória assustadora. Também fez [ENHIM] mais forte por isso, mas até hoje, quando [NAME] vê um incêndio, é como se toda a razão estivesse perdida.
602	Thunderstruck	[NAME] uma vez foi atingido por um raio e nunca conseguiu andar normalmente depois. A mente de [NAME] ficou excepcionalmente clara desde então e tornou o estudo muito fácil.
603	Victim of Odd Poison	[NAME] colheu e comeu a planta errada quando pequena e saiu [ENHIM] envenenada. Esta estranha toxina deixou [ITS] o corpo enfraquecido, mas também deixou [ENHIM] profundamente perceptivo.
604	Blind	[NAME] sofreu um acidente uma vez que deixou [ENHIM] cego em ambos os olhos, mas isso também despertou [ITS] sede de luta. Ao longo dos próximos anos, [NAME] fez conquistas notáveis ​​com [ITS] arte, tornando-se um artista talentoso, embora cego.
605	Worm Keeper	[NAME] teve vermes implantados em [ENHIM] por monges malvados para que este servisse de recipiente para os vermes. Enquanto os monges malignos foram posteriormente exterminados e [NAME] foi salvo, essa experiência aterrorizante foi uma ferida que não poderia ser esquecida.
606	Immortal Dream	Um Imortal uma vez apareceu no sonho de [NAME] para passar o conhecimento da Prática para [ENHIM] e ele deixou algumas coordenadas misteriosas gravadas na mente de [ITS].
607	Business to Attend to	Por qualquer motivo, as memórias passavam pela mente de [NAME] de tempos em tempos. Isso interferiu seriamente nos estudos e na vida [ITS].
608	Fortuitous Encounter	[NAME] uma vez consumiu uma raiz de mil anos que fez [ENHIM] sentir-se resiliente, transformou [ITS] o corpo para ser robusto e concedendo um incrível dom de Prática.
609	Wolf Victim	[NAME] sobreviveu a um ataque de lobos no norte e conseguiu salvar colegas soldados e familiares no processo. Escapar de mil lobos famintos deve ser considerado algum tipo de sorte. Mas isso também fez [ENHIM] sentir que o resto da vida [ITS] estava cheia de arrependimentos e foi torturada por isso.
610	Lu Scholar	[NAME] é um estudioso do estado de Lu. [NAME] é muito conhecimento de muitas coisas, mas não de assuntos mundanos. Ao passar por uma pequena cidade no sul, [NAME] foi expulso de documentos e forçado a trabalhos pesados. Depois de alguns anos disso, teve um sério custo no corpo [ITS]. No final [NAME] pensou numa forma de escapar para que este pudesse continuar a estudar.
100000	Yin God Possession	[NAME] usou o deus de Yin para roubar o corpo de alguém e danificou [ITS] a alma no processo.
100001	Greater Possession	[NAME] usou o deus de Yang para roubar o corpo de alguém.
100002	Reincarnated	A alma de [NAME] veio de um mundo distante e teve a sorte de poder chamá-la para este mundo em primeiro lugar. Embora a morte e a reencarnação apaguem as memórias, mas a sorte tende a fazer com que você siga uma Lei semelhante na próxima vida. \nQuando [NAME] foi contido pelo destino, este também recebeu um presente, por mais imperceptível que seja.
100003	Reincarnated	A alma de [NAME] veio de um mundo distante e teve a sorte de poder chamá-la para este mundo em primeiro lugar. Embora a morte e a reencarnação apaguem as memórias, mas a sorte tende a fazer com que você siga uma Lei semelhante na próxima vida. \nQuando [NAME] foi contido pelo destino, este também recebeu um presente, por mais imperceptível que seja.
100004	Reincarnated	A alma de [NAME] veio de um mundo distante e teve a sorte de poder chamá-la para este mundo em primeiro lugar. Embora a morte e a reencarnação apaguem as memórias, mas a sorte tende a fazer com que você siga uma Lei semelhante na próxima vida. \nQuando [NAME] foi contido pelo destino, este também recebeu um presente, por mais imperceptível que seja.
100005	Reincarnated	A alma de [NAME] veio de um mundo distante e teve a sorte de poder chamá-la para este mundo em primeiro lugar. Embora a morte e a reencarnação apaguem as memórias, mas a sorte tende a fazer com que você siga uma Lei semelhante na próxima vida. \nQuando [NAME] foi contido pelo destino, este também recebeu um presente, por mais imperceptível que seja.
100006	Reincarnated	A alma de [NAME] veio de um mundo distante e teve a sorte de poder chamá-la para este mundo em primeiro lugar. Embora a morte e a reencarnação apaguem as memórias, mas a sorte tende a fazer com que você siga uma Lei semelhante na próxima vida. \nQuando [NAME] foi contido pelo destino, este também recebeu um presente, por mais imperceptível que seja.
100007	Immortal Agreement	[NAME] é um cultivador reencarnado que teve muitos desastres [ENHIM] em vidas passadas devido ao Credo do Céu. Embora seja uma parte do ciclo de reencarnação, mas na verdade foi gravado em [ITS] Espírito Primordial por um Imortal eras atrás. \nSob a orientação desta aliança, [NAME] acabaria por ter um Destino Imortal. Que história poderia estar esperando [ENHIM]? Só o tempo irá dizer.
100008	Immortal Agreement	[NAME] é um cultivador reencarnado que teve muitos desastres [ENHIM] em vidas passadas devido ao Credo do Céu. Embora seja uma parte do ciclo de reencarnação, mas na verdade foi gravado em [ITS] Espírito Primordial por um Imortal eras atrás. \nSob a orientação desta aliança, [NAME] acabaria por ter um Destino Imortal. Que história poderia estar esperando [ENHIM]? Só o tempo irá dizer.
100009	Immortal Agreement	[NAME] é um cultivador reencarnado que teve muitos desastres [ENHIM] em vidas passadas devido ao Credo do Céu. Embora seja uma parte do ciclo de reencarnação, mas na verdade foi gravado em [ITS] Espírito Primordial por um Imortal eras atrás. \nSob a orientação desta aliança, [NAME] acabaria por ter um Destino Imortal. Que história poderia estar esperando [ENHIM]? Só o tempo irá dizer.
200001	Little Rascal	[NAME] foi um punhado guloso desde que este era pequeno. Embora [ITS] notas onde nada fora do comum, mas de alguma forma [NAME] sempre foi capaz de passar apesar de nunca ter estudado. \nApesar disso, [NAME] tinha um incrível senso de justiça. A avó que criou [ENHIM] incutiu esse valor.
200002	Head Constable	O palácio montou equipes de patrulha secretas para ajudar a erradicar a causa de vários assassinatos. Cada equipe consistia em vários membros de elite. [NAME] foi escolhido para liderar a segunda equipe graças a [ITS] talentos impressionantes. [NAME] foi profundamente apreciado, respeitado e apoiado por [ITS] membros da equipe. (Ou assim [NAME] pensou)
200003	Big-headed Baby	A família de [NAME] jogou um jogo para chegar a esse nome. [NAME] nasceu com uma cabeça grande, mas com o rosto cheio de rugas, as pessoas que viram o bebê não puderam deixar de compará-lo a uma ameixa seca. As articulações de [NAME] estavam rígidas, [ITS] a cabeça não caía, nem [ITS] os joelhos dobravam. Todos tomaram isso como um sinal desfavorável e mantiveram distância. \nSurpreendentemente, descobriu-se que a criança tinha ótima audição e visão e conseguiu começar a falar cem dias após o nascimento. Aos nove anos de idade, [NAME] podia escrever ensaios e recitá-los também. As pessoas acharam incrível.
200004	Elegant Eccentric	[NAME] adotou caminhos hedonistas como um adulto. [NAME] era um mestre de xadrez e não conseguia encontrar oponente digno de [ITS] tempo. [NAME] adorava viajar pelo mundo, mas não tinha com quem [ENHIM]. Onde quer que ele fosse, os moradores descreveram [ENHIM] como estranho e até descreveram [ENHIM] como um zumbi ambulante. E assim [NAME] passou a ser conhecido como o Zumbi Amante da Diversão.
200005	Well-behaved Child	[NAME] nasceu em uma família que era bastante abastada. [NAME] nasceu com uma habilidade estranha. A criança adorava se defender contra a injustiça e aspirava ganhar dinheiro suficiente para comprar uma casa grande para os pais [ITS]. Certa vez, um taoísta passou e disse que [NAME] foi um florescimento tardio.
