ID	Name	Desc
546	Monkey Performer	[NAME] is a performer that carries out various tricks with a monkey. This art was passed down to [ENHIM] by [ITS] family members who have been doing so for generations. [NAME] started when little and it has made [ENHIM] nimble and has given [ENHIM] preeminent martial prowess. \nDuring one performance, [ITS] monkey offended a local ruffian. [NAME] had to fight out a bunch of ruffians in order to save the monkey. An eye was lost in the process.
547	Innkeeper	[NAME] runs an inn in the borderlands that did quite well due to the important road upon which it sat. Unfortunately those that do come are many and varied so there is always some trouble brewing. \nIn order to remedy this situation, [NAME] hired a number of thugs and even studied some ways to defend oneself.
548	Lay Disciple	Spending life in the depths of poverty immersed [NAME] in pain and misery. [NAME] became a lay disciple in order to find a sliver of mental respite and converted [ITS] whole heart in the process as one found peace.
549	Beggar	[NAME] used to be an architect with a happy family and some savings to boot. But then [NAME] found gambling and that's how everything was lost and [NAME] ended up a beggar.
550	Prodigal Son	[NAME] comes from a learned family. Yet [NAME] grew tired of the track set out for [ENHIM] by [ITS] family. And so, [NAME] began to secretly study martial arts and left home, becoming something of a prodigal that wanders the land practicing martial arts.
551	Hostess	[NAME] was the daughter of a general, but [ITS] family was destroyed when [ITS] father became involved in a rebellion. \nDue to [ITS] beauty and charm, [NAME] was able to get by as a hostess and didn't have to do something like offering sexual service to customers. Still, this type of lifestyle left [ENHIM] feeling desperate.
552	Actor	[NAME] was chosen to be an actor thanks to good looks and charm. As [ITS] fame grew, [NAME] was able to perform for officials in their mansions. This gave [ENHIM] a sample of another life. [NAME] started to yearn for material gain with dreams of getting rich and leaving acting behind.
553	Streetwalker	[NAME] was sold while still young to pay off a debt and so ended up selling [ITS] body. \nYears in this line of work allowed [ENHIM] to see the dark side of humanity. Yet deep down [NAME] still believed in the future.
554	Bee Keeper	[NAME] is an extroverted bee keeper with a knack for small talk. This one is able to convince many on words alone that [ITS] honey is healthier than others to the extent that it can extend your life. Many are those that make a pilgrimage just to buy [ITS] honey.
555	Dancer	[NAME] is a dancer and the backbone of [ITS] group. [IT] has a sad past and so the group is like a vessel into which [NAME] pours [ITS] emotions, helping [ENHIM] to cope with [ITS] past.
556	Boat Pilot	[NAME] never went to school, but ended up being able to get a job as a boat pilot. As [NAME] was never bright, so this one was always teased by others, but never realized the fact of being teased.
557	Accountant	[NAME] manages accounts for a large firm. Keeping track of the fluctuations of so much flowing money is an onerous task by itself. It's even more so when one takes into account all of the requests and demands that also have to be taken into account.
558	Guard	[NAME] was given a job as a guard as thanks for saving a life. [NAME] pulls out all the stops and frequently stays up patrolling all night long. \nDuring a crisis one time, [NAME] stopped [ITS] employer from receiving a fatal stab wound, but [ITS] organs took damage in the process and recovery has been slow.
559	Steward	[NAME]'s grandfather was the steward for the current prime minister. After [ITS] grandfather passed, [NAME] took over the position. \n[NAME] couldn't avoid all of the dark secrets being concealed in the background though. These secrets quickly ate away at [ENHIM], turning [NAME] cold and heartless.
560	Master Candy Maker	[NAME] is a high-level master candy maker. [NAME]'s skilled hands can take candy and form it into any shape. \n[NAME]'s artwork is beloved by children and [NAME] has a love for the craft themselves.
561	Lumberjack	[NAME] is a lumberjack. There has been a flurry of building by the palace in recent years and [NAME] has done [ITS] best to keep up. \nWhile clearing a forest once, the locals became incensed and [NAME] ended up with a broken leg when all was said and done.
562	Miner	[NAME] sells themselves as a miner. Spending all day in the mine has made [NAME] grow accustomed to life in the darkness. Hard labor has also given [ENHIM] a robust physique.
563	Mine Overseer	[NAME] is the child of an offshoot of a large family and so was sent to oversee one of the family's mines. [NAME] curses [ITS] fate and [ITS] family's plans and takes [ITS] anger out on the workers. This has made [ENHIM] ruthless and cruel.
564	Witch	[NAME] claims to be able to sense unseen, yet mysterious signals that can be used to avoid evil. [NAME] has spent several years becoming a reasonably famous witch.
565	Miracle Maker	[NAME] had a strange dream in which a god chose [ENHIM] to represent the god. \nAt first, as [NAME] had no skills, so this one was in a panic, but as time went by, [NAME] began to be able to read messages from seemingly nothing and ended up letting [ITS] own power goes to [ITS] head.
566	Temple Attendant	[NAME] is a temple attendant that is modest and lenient with the people. For many years, [NAME] has run the temple, during which time this one has earned the people's support and love.
567	Wild Monk	[NAME] is a monk of an unnamed Taoist temple. [NAME] is parentless and has no skills to boot, so [NAME] spends the whole day reading Taoist books and practicing yet can't seem to get a foot in the door. [NAME] help with marriages, funerals and other ceremonies on most days so as to earn a living.
568	Swordsman	[NAME] is a swordsman who never makes a move without a mask on, as a result, no one knows [ITS] true identity. \n[NAME]'s skill with the sword is great and [ITS] movement like lightning. It is said that no one can even catch [ITS] shadow when [NAME] strikes.
569	Travelling Warrior	[NAME] is a travelling warrior who steals from the rich and gives to the poor. In order to avoid any officials who would hunt [ENHIM] down, [IT] lives out in the wilderness calling no place home.
570	Assassin	[NAME] lived in extreme poverty while growing up, which caused [ENHIM] to have to learn to hide [ITS] emotions and to develop incredible patience. As a result, an organization eventually discovered [ENHIM] and trained [ENHIM] to be an assassin. \n[IT] is a coffin maker as a front, but secretly [IT] is just waiting for the order letting [ENHIM] know the identity of the next target.
571	Blood Brother	[NAME] is a thug who is extremely fierce in a fight and unafraid of death. During a fight once, [NAME] was severely injured. But [NAME] was spotted by a passing police officer and was surreptitiously saved and ended up becoming a blood brother to this officer.
572	Crossbowman	[NAME] is an elite crossbowman in the palace guard. Years training with the crossbow have given [ENHIM] eyes like an eagle and spending so much time in battle has left [ENHIM] with a calm disposition even in the face of danger.
573	Sharpshooter	[NAME] was a hunter that was incredible at archery. [NAME] could hit a fleeing deer at over a hundred paces. \nWhen the rebels rose up, [NAME] joined the army and earned a great reputation thanks to [ITS] ability with a bow and so was chosen to join the palace guard.
574	Scout	[NAME] has an obsession with horse riding and has a passion for galloping along on horseback. \n[NAME]'s skill at horse riding attracted the attention of those at the military encampment nearby. They promised [NAME] that if this one joined up and underwent scout training that they would give [ENHIM] a top-notch horse to ride. [NAME] jumped at the opportunity.
575	Apothecary	[NAME] loves to research all types of plants. [IT] can tell you what medicinal properties any plant in the forest has without a moment's hesitation. [IT] decided that becoming an apothecary would be the best means to utilize these gifts.
576	Forest Guard	[NAME]'s village was built with its back to a large mountain. The mountain's forest is like a refuge for his people, as well as the storehouse for all of their food and clothing. \n[NAME] joined the villages forest guard so as to be able to protect the forest.
577	Broker	[NAME] is warm hearted and well connected. [NAME] is adept at managing relationship, which is what allowed [ENHIM] to become such a great broker. \nAfter several ups and downs, [NAME] accumulated a vast amount of wealth in [ITS] thirties and attained a unique state of mind.
578	Gambling House Boss	[NAME] started off early on in the underworld, but significant effort and enough people trampled underfoot provided ample rewards. \n[NAME] now runs a number of large gambling houses. [NAME]'s power is respected all over the area.
579	Worm Keeper	[NAME] originally comes from a small town at the southern border. One time [NAME] was taken captive during a barbarian raid. \nThe barbarians forced [ENHIM] to take on the dangerous task of worm keeping. In this line of work, it is extremely easy to die of infection. \nThe precarious situation and the miserable death of fellow worm keepers gave [ENHIM] nightmares.
580	Eunuch	In order to escape poverty, [NAME] gave up [ITS] manhood and entered the palace to serve as a eunuch. [NAME] yearned for power and finally got ahead in the world when became an important eunuch. \nBut, every time that [NAME] remember the pain of the castration, this truly regretted it.
581	Petty Landlord	[NAME] earned more than pocket change doing business, but [NAME] was lazy by nature and tired of the market. This one just wanted a full belly, it didn't matter how time was spent. \nThereupon, [NAME] returned home and bought up some land and became a petty landlord.
582	Male Escort	[NAME] was a looker from the day one was born. [NAME] managed to catch the eye of the emperor's younger sister and ended up becoming her escort. \nUsing [ITS] handsomeness, [NAME] managed to earn some favors for [ITS] family, which spurned the other escorts to envy and hate [ENHIM]. [NAME] ended up being framed and lost [ITS] pet-like status.
583	Spy	[NAME] ran a general store in the capital. [NAME] looked like nothing more than a plain and inarticulate commoner. \nHowever, [NAME] was a spy for an enemy state that penetrated the capital to stay abreast of the latest trends in the palace.
584	Thief	[NAME] stole for a living, but wasn't very good at it and was often caught in the act. \nAs a result, [NAME] would often get beaten up and so the injuries received ended up making it more difficult to steal. It was a vicious cycle.
585	Pickpocket	[NAME] has an uncanny sensitivity for who has money and who doesn't, as well as where they keep it on their person. This makes it so that [NAME] is able to easily pick out the people who have their guard down so that this one can delve through the contents of those pockets.
586	Philanthropist	[NAME] is a philanthropist that is quite famous in the region as being kindhearted, public-spirited, and charitable. \n[NAME] has a grand vision for the land, unfortunately [ITS] body is frail and unable to realize the vision. As a result, [NAME] love to help those who are down on their luck.
587	Passed-over Scholar	[NAME] wanted to achieve merit via the imperial examination only this one wasn't able to move up after passing the exam at the county level. Trying over and over again took its toll as [NAME] circled the drain.
588	Palace Food Officer	[NAME] is a food officer in the palace who is responsible for tasting the food every day to see if it is sufficient for the emperor. \nAs this type of job is rather literally opening one's mouth to make a living, [NAME] became lazy and decadent as a result.
589	Yamen Runner	[NAME] is the yamen runner for an administrative office responsible for keeping watch over the jail and having prisoners executed as needed. \n[NAME] loves the feeling of beating people with a club, it really makes this one feels lucky in life.
590	Lion Dancer	[NAME] left [ITS] barren hometown to make a living and ended up joining a performance troupe that travelled around. \nAs [NAME] was nimble and treated people well, so the leader of the troupe entrusted [ENHIM] with the lion dance for which [NAME] received many accolades.
591	Taoist Priest	[NAME]'s body was frail from a young age, so this one took up residence at a Taoist temple where one could take care of one's body. Spending a long time being exposed to Taoist teachings instilled a profound interest in Taoism in [ENHIM] and so [NAME] ended up becoming a Taoist Priest.
592	Monk	A serious emotional setback turned [NAME]'s heart to ashes. So as to shirk the pain and worry caused by this world, [NAME] became a monk.
593	Taoist Temple Abbot	[NAME] is the abbot of a small Taoist temple. Other than chanting and practicing every day, [NAME] uses the medical abilities learned to help those that live nearby. \nConsequently, [ITS] temple is not the biggest, but its reputation ranges far and wide.
594	Chief of Brigands	[NAME] is the chief of a fortress controlled by brigands that makes its living by raiding caravans. \nAlthough [NAME] is in the business of robbery, but this one's principled...if they don't resist, nobody gets hurt.
595	Miracle Doctor	[NAME] is a famous doctor whose skills are legend. Yet one time after treating a nobleman, [NAME] was repaid for [ITS] kindness with enmity. \nThis caused a sea change in [ITS] disposition and so this one started to use [ITS] medical skills to take life. [NAME] started by repaying that nobleman by killing him and 99 members of his family.
596	Calamity Survivor	Calamity struck [NAME]'s hometown and this one was the lone survivor. The Qi that entered [ITS] body as a result of the calamity rendered [ENHIM] ill, but [NAME] was also left with an exceptional sense of Qi.
597	Next of Kin	[NAME]'s homeland was demolished by an Evil Sect. [NAME] was left without any kin, but was left with a seed of hatred buried in [ITS] heart. [NAME] was bent on revenge and didn't waste time on trivialities.
598	Cold-wave Survivor	[NAME] once experienced an incredible cold wave. The wave lasted for months and [NAME] suffered from cold and hunger, which made food become a central obsession.
599	Plague Survivor	[NAME] experienced a plague of insects: All food and animals were consumed only the humans made it through it by hiding in a hole in the earth. To survive the over ten days of the plague, everyone had no choice but to eat the bugs themselves. This incredible experience scarred [NAME], giving [ENHIM] nightmares.
600	Got Burnt	[NAME] was pyromaniac from a young age. One time when playing with fire it ended up causing quite a large one. [IT] ended up surviving the raging fire, but was left with burns all over the body.
601	Fire Survivor	[NAME]'s home was burned to ashes, which left [ENHIM] with a frightening memory. It did also make [ENHIM] stronger for it, but to this day, when [NAME] sees a fire it's as if all reason is lost.
602	Thunderstruck	[NAME] was once struck by lightning and could never walk normally afterwards. [NAME]'s mind has been exceptionally clear since then though and has made studying like a breeze.
603	Victim of Odd Poison	[NAME] picked and ate the wrong plant when little and it left [ENHIM] poisoned. This odd toxin left [ITS] body enfeebled, but also left [ENHIM] keenly perceptive.
604	Blind	[NAME] had an accident once that left [ENHIM] blind in both eyes, but this also awakened [ITS] thirst to struggle. Over the next few years, [NAME] made remarkable achievements with [ITS] art, becoming a gifted, albeit blind, artist.
605	Worm Keeper	[NAME] had worms implanted in [ENHIM] by evil monks so that this one would serve as the vessel for the worms. While the evil monks were later wiped out and [NAME] was saved, this terrifying experience was a wound that could not be forgotten.
606	Immortal Dream	An Immortal once appeared in [NAME]'s dream to pass on knowledge of Practice to [ENHIM] and he left some mysterious coordinates etched into [ITS] mind.
607	Business to Attend to	For whatever reason, memories would flash through [NAME]'s mind from time to time. This seriously interfered with [ITS] studies and life.
608	Fortuitous Encounter	[NAME] once consumed a thousand-year-old root that made [ENHIM] feel resilient, transformed [ITS] body to be robust and granting an incredible gift of Practice.
609	Wolf Victim	[NAME] survived an attack by wolves in the north and was able to save fellow soldiers and family members in the process. Escaping from a thousand hungry wolves has to be considered some sort of luck. But this also made [ENHIM] feel that the rest of [ITS] life was full of regret and was tortured by it.
610	Lu Scholar	[NAME] is a scholar from the state of Lu. [NAME] is very knowledge of a great many thing, but not of worldly affairs. When passing through a small town in the south, [NAME] was hustled out of documents and forced into heavy labor. After a few years of this, it had taken a serious toll on [ITS] body. In the end [NAME] thought of a way to escape so that this one could continue to study.
100000	Yin God Possession	[NAME] used the god of Yin to steal someone's body and damaged [ITS] soul in the process.
100001	Greater Possession	[NAME] used the god of Yang to steal someone's body.
100002	Reincarnated	[NAME]'s soul came from a world far away and was lucky to have been able to call it to this world in the first place. Although death and reincarnation erase memories, but luck tends to cause you to walk a similar Law in the next life. \nWhen [NAME] was restrained by fate, this one also received a gift, however imperceivable it may be.
100003	Reincarnated	[NAME]'s soul came from a world far away and was lucky to have been able to call it to this world in the first place. Although death and reincarnation erase memories, but luck tends to cause you to walk a similar Law in the next life. \nWhen [NAME] was restrained by fate, this one also received a gift, however imperceivable it may be.
100004	Reincarnated	[NAME]'s soul came from a world far away and was lucky to have been able to call it to this world in the first place. Although death and reincarnation erase memories, but luck tends to cause you to walk a similar Law in the next life. \nWhen [NAME] was restrained by fate, this one also received a gift, however imperceivable it may be.
100005	Reincarnated	[NAME]'s soul came from a world far away and was lucky to have been able to call it to this world in the first place. Although death and reincarnation erase memories, but luck tends to cause you to walk a similar Law in the next life. \nWhen [NAME] was restrained by fate, this one also received a gift, however imperceivable it may be.
100006	Reincarnated	[NAME]'s soul came from a world far away and was lucky to have been able to call it to this world in the first place. Although death and reincarnation erase memories, but luck tends to cause you to walk a similar Law in the next life. \nWhen [NAME] was restrained by fate, this one also received a gift, however imperceivable it may be.
100007	Immortal Agreement	[NAME] is a reincarnated cultivator that had many disasters befall [ENHIM] in past lives due to the Creed of Heaven. Although it is a part of the cycle of reincarnation, but it was actually engraved on [ITS] Primordial Spirit by an Immortal ages ago. \nUnder the guidance of this covenant, [NAME] would ultimately have an Immortal Destiny. What story could be awaiting [ENHIM]? Only time will tell.
100008	Immortal Agreement	[NAME] is a reincarnated cultivator that had many disasters befall [ENHIM] in past lives due to the Creed of Heaven. Although it is a part of the cycle of reincarnation, but it was actually engraved on [ITS] Primordial Spirit by an Immortal ages ago. \nUnder the guidance of this covenant, [NAME] would ultimately have an Immortal Destiny. What story could be awaiting [ENHIM]? Only time will tell.
100009	Immortal Agreement	[NAME] is a reincarnated cultivator that had many disasters befall [ENHIM] in past lives due to the Creed of Heaven. Although it is a part of the cycle of reincarnation, but it was actually engraved on [ITS] Primordial Spirit by an Immortal ages ago. \nUnder the guidance of this covenant, [NAME] would ultimately have an Immortal Destiny. What story could be awaiting [ENHIM]? Only time will tell.
200001	Little Rascal	[NAME] was a gluttonous handful ever since this one was little. Although [ITS] grades where nothing out of the ordinary, but somehow [NAME] was always able to pass despite never studying. \nDespite this, [NAME] had an incredible sense of justice. The grandmother that raised [ENHIM] instilled this value.
200002	Head Constable	The palace set up secret patrol teams in order to help root out the cause of various murders. Each team consisted of several elite members. [NAME] was chosen to lead the second team thanks to [ITS] impressive talents. [NAME] was deeply liked, respected and supported by [ITS] team members. (Or so [NAME] thought)
200003	Big-headed Baby	[NAME]'s family played a game to come up with this name. [NAME] was born with a big head, but with a face full of wrinkles, people that saw the baby couldn't help but to compare it to a shriveled prune. [NAME]'s joints were stiff, [ITS] head wouldn't droop at all, nor would [ITS] knees bends. Everyone took it as an inauspicious sign and kept their distance. \nSurprisingly, the child was found to have great hearing and eyesight and was able to start talking one hundred days after birth. At nine years of age, [NAME] could write essays and recite them as well. People found it astounding.
200004	Elegant Eccentric	[NAME] took to hedonistic ways as an adult. [NAME] was a master of chess and could find no opponent worthy of [ITS] time. [NAME] loved to travel the world, but had no one to do so with [ENHIM]. Everywhere he went, the locals described [ENHIM] as strange looking and even have described [ENHIM] as a walking zombie. And so [NAME] came to be known as the Fun-loving Zombie.
200005	Well-behaved Child	[NAME] was born to a family that was fairly well-off. [NAME] was born with an odd ability. The child loved to defend against injustice and aspired to earn enough money to buy a large house for [ITS] parents. Once a Taoist happened by and said that [NAME] was a late bloomer.
200006	Reclaimer	When [NAME] reached adulthood and found that there wasn't enough to purchase a house, gave up this dream and decided to reclaim land. [NAME] enjoyed finding rare and worthless things and lying to [ITS] parents about the value. [NAME] formed an alliance with other reclaimers and they walked this Law together.
200007	Rich Boy	[NAME] is the eldest son of foreign nobleman and [NAME] was turned haughty due to how well off [ITS] family was. [NAME] received a good education and exhibited talent at art and architecture.
200008	Foreign Treeman	[NAME] learned about eastern architecture during an idle chat once and became intrigued due to [ITS] intense interest in architecture. With the help of [ITS] family, [NAME] came to the Central Plain to study the mortise and tenon joint.
200009	Child Leader	From a young age, it was clear that [NAME] was incredibly gifted, but this one did not use force to bully others. [NAME] had a sense of justice and confidence in others and became the leader of the kids in the area.
200010	Caravan Guard	Relying on martial prowess, [NAME] became house guard nearby and was welcomed into an association of guards. Although [NAME] didn't receive much in the way of recognition, but this one kept on training and aspired to progress up the ranks of the association.
200011	Peasant Girl	[NAME] lived in the countryside with [ITS] grandmother, as [ITS] parents were engaged in business for extended periods of time outside of the area. [NAME] always had a great interest in nature.
200012	Farming Expert	[NAME]'s grandmother taught the child all about farming and animal husbandry. \nThanks to a deep understanding of animals and plants, it didn't matter if it was crops, livestock or poultry, [NAME] always kept things in order to the extent that even harvesting wasn't a big deal.
200013	Abandoned	When [NAME] was born, there was terrible flooding that coincided with the child's birth. [NAME] made the other villagers think that the child was inauspicious, so [ITS] father took [ENHIM] and left [ENHIM] deep in the mountains as a result.
200014	Black Market Broker	Who knows where all the luck came from, but [NAME] stayed alive somehow. The frail [NAME] used some ingenuity and made a living on the black market and began to understand: People, no matter where they live, stay busy for their own benefit and happiness.
200015	Unknown Identity	[NAME] couldn't remember [ITS] hometown nor when the time one started to remember anything at all, so [NAME] travelled about on [ITS] cart as one pleased.
200016	Alcoholic Businessman	[NAME] loves to collect strange things and store them in [ITS] cart and sell them to lucky strangers. [NAME]'s hobby is drinking. On [ITS] person [NAME] has a mini storage box in which this one carries the means of [ITS] subsistence: an abacus and some alcohol.
200017	Only Daughter	[NAME] was born into a wealthy household and this daughter was beloved by the whole family and they did their best to raise [ENHIM] right. [NAME] took on the enormous burden of living up to [ITS] parents' expectations from a young age.
200018	Super Idol	When [NAME] came of age, this one sought a living in Seascape, but life was difficult. By chance, [NAME] joined a troupe out of frustration. [NAME] was introverted and always exhibited pessimistic emotions, yet despite all of that was quite gentle and tenacious. [NAME] never let difficulties get [ENHIM] down easily. With the help of partners, [NAME] made a name in Seascape.
200019	Abandon Baby	[NAME] was left in a thicket on the outskirts of the town when still young and just by chance was picked up by some grave robbers that raised [ENHIM]. Years surrounded by grave robbers inculcated impressive thieving abilities in [ENHIM]. Once the little swallow learned how to fly things were disappearing from the gang of grave robbers' hideout all the time.
200020	Cat Burglar	After [NAME] grew up, it was hard to keep track of [ENHIM]. But, [NAME] sure loved to crawl all over high places. [NAME] could be seen all over the city on top of houses and even happened to come across some hidden money from time to time.
200021	Child with a Dream	[NAME] had an eye for justice from a young age. When [NAME] began to understand things, this one had the luck to get acquainted with a famous elder. The elder was infected by [ITS] bravery and promised to keep [ENHIM] at his side and teach [ENHIM]. And like that, the youth had set foot on the Law to achieving [ITS] dream.
200022	Free Constable	After [NAME] had grown up, he became a constable like the elder, but after some unavoidable realities, the deeply felt dream became a phantasm. The relationship with the elder was ruptured as well. And so he became a free constable, using his own hand to protect Seascape.
200023	Outer Reincarnation	[NAME] fell down to the earth from outside of heaven. Unfortunately the angle of the descent was wrong, so the sacred mission was forgotten upon impact.
200024	Teahouse Storyteller	[NAME] became teahouse storyteller as an adult. The works wrote by this one received praise from all that heard them. Unfortunately, this person tended to procrastinate, so every time that the audience complained, [NAME] prevaricated saying soon, soon. It was enough to get on people's nerves.
200025	Math Wizard	[NAME] was bright from a young age and excellent at calculating numbers in [ITS] head. [IT] never stuck to trivial conventions from a young age and so was something of a maverick genius. [NAME] really liked to wrestle with difficult problems and took pride in conquering them. As a result [NAME] became renowned as a math wizard for miles around.
200026	Game Sage	[NAME] was a lucky child that slowly became a game sage for the capital. When [NAME] would play a game of chess, this one would always prepare for a rainy day the whole game or he would pull off a miracle in a perilous situation.
200027	Sky Mender	Thank you player [color=#D06508]子非鱼[/color] for all of your help during game testing. With eyes like a hawk, he found several bugs in the game and made impressive contributions that helped to improve the game.
200028	Sky Mender	Thank you player [color=#D06508]周公子[/color] for all of your help during game testing. He once went a number of days without sleeping to test the game and came up with some crucial suggestions regarding numerical values. His contribution to the game is outstanding to say the least.
200029	Sky Mender	Thank you player [color=#D06508]其实不是我[/color] for all of your help during game testing. He went against fate and took the disciple Yuan Ruoxue who had been found lacking and trained them on up to snuff, formed first-rate Golden Core, and completed a heroic undertaking finishing all of the Laws proficiently, providing an outstanding contribution to the betterment of the game.
200030	Sky Mender	Thank you player [color=#D06508]一丝不狗[/color] for all of your help during game testing. She provided the game with valuable voiceover and also gave many valuable ideas about how to develop the agricultural elements, which all together provided an outstanding contribution to the betterment of the game.
200031	Sky Mender	Thank you player [color=#D06508]lsprotoss[/color] for all of your help during game testing. He provided a lot of support regarding metaphysics and literature, as well as helped with the optimization of game performance, which all together provided an outstanding contribution to the betterment of the game.
200032	Sky Mender	Thank you player [color=#D06508]风之海[/color] for all of your help during game testing. He provided a great deal of help adjusting the numerical values early on, which provided an outstanding contribution to the betterment of the game.
200033	Sky Mender	Thank you player [color=#D06508]lsprotoss[/color] for all of your help during game testing. He gave the game new prospects thanks to his research into the Laws of evil sects, which provided an outstanding contribution to the betterment of the game.
200034	Deadly Artist	After growing up, [NAME] became a well-known artist whose works created an endless stream of customers. However, there were often people that had ridiculous demands, which annoyed [NAME] to no end. \nSo, [NAME] practiced martial arts incessantly. Should those that had demands would take a mile if given an inch, this one would take their life right there.
200035	Tortoise Keeper	After growing up, [NAME] became a tortoise keeper. Raising tortoises for so many years made [ITS] walking speed slower and slower. As a result, others detested [ENHIM].
200036	Hot-blooded Girl	[NAME] was bright since childhood and had outstanding ambition despite being born a girl and was keenly aware of this fact. This made her very different from other girls, it also imbued her with a unique charisma.
200037	Swordswoman	After growing up, [NAME] chased her dream and became a travelling swordsman. [NAME]'s sensibilities were delicate and sensitive and so she was able to sense others' suffering and became friends with them so that they could forget about their suffering. This made [ENHIM] many a good friend across the realm and a reputation to boot.
200038	Phoenix Prodigy	It was heard through the grapevine when [NAME] was said that there was a colorful phoenix seen with a hundred birds accompanying it. However, after [NAME] grew up she found this to be a trivial matter not worth discussing.\n However, [NAME] did display an astonishing gift from a young age: She was bright beyond compare and great at learning. This made her accumulate a vast wealth of knowledge while still young.
200039	Traverser	[NAME] had been an ordinary person in Cathay, but the Book of Changes caused [ENHIM] to traverse over to this world. Due to knowledge from the present, so after traversing over to this world,[NAME] displayed vision, ways of thinking and a temperament that were dazzling to those of this world. Everyone that met [ENHIM] presumed this one must be an Immortal for how perfect [NAME] seemed to be.
200040	Proletariat Girl	[NAME]'s parents were both members of the proletariat, naturally this one was as well. It was nothing special in Cathay, [NAME] was like most girls her age. A life of poverty imbues [ENHIM] with a tenacious spirit and an impressive will to fight.
200041	Traverser	[NAME] had been an ordinary person in Cathay, but the Book of Changes caused [ENHIM] to traverse over to this world. The tough existence of commoners in feudal society visibly moved [ENHIM]. [NAME] decided to utilize [ITS] knowledge of modern agriculture to improve this world.
200042	Taiyi Disciple	After [NAME] grew up, luck coalesced the opportunity to become an outer disciple of the Taiyi Sect. Although still not able to Cultivate Immortal techniques, but years in the Sect forged a strong physique.
200043	Breadwinner	[NAME] was born into an affluent household, but there was a reversal in fortune later and his parents ended up divorcing. And so commoners' food was on the menu growing up. The life of a breadwinner instilled an understanding of how to treat people but it also imbued an optimistic if eccentric personality. Every time the sun set, he would look over the direction the family was headed and remember the time that he could never reclaim.
200044	Traverser	After growing up, [NAME]'s family conditions slowly improved and he even was accepted to a medical university. But just as he turned twenty years old, he was abducted by three brutes and brought to this world. His low-key existence led to not a soul realizing that he had disappeared. \nIn this new world, he sought a position in a medical clinic and stirred up quite the commotion thanks to his ability to rely on his modern medical knowledge.
200045	Born to Plunder	A thousand years ago, when the progenitor of the Taiyi Sect ascended, he predicted a great disaster would befall the sect a thousand years hence. The progenitor went to a lot of effort to make the prediction and left a silk banner behind. A thousand years later, the Taiyi Sect's Disciple's discovered the prophesied abandoned baby and brought it back to the Sect. \nAfter [NAME] came to the Taiyi Sect it was discovered that this one was naturally flawed and thus had no way of engaging in Practice. For decades, the elders have tried to think of a way, but it has been for naught.
200046	Good for Nothing	Although the flawed body cut off [NAME]'s route to becoming an Immortal, but this one wouldn't give up, for forty years the effort was sustained. Eventually it became a joke, though [NAME] had grown used to this already. \nWhat no one knew was that [NAME]'s effort was not in vain. On the day when the Sect would be destroyed, [NAME] would finally fix [ITS] flaw and be able to sense Qi. It looks like the ancient prophesy came true.
200047	Traditional Doctor	[NAME] was born into a family that practiced Traditional Chinese Medicine, though he was not willing to take up this banner due to his great love of music.
200048	Traverser	After growing up, [NAME] became obsessed with Anime and Gundam, yet ended up teaching music for a living. Many years performing cultivated a high level of appreciation for art. Assembling plastic models for so long also gave him extraordinary dexterity. One night, [NAME] stayed up late gluing models together and died all of a sudden. When [NAME] awoke, he discovered that he was in a strange world. [NAME] relied on his artistic and craft abilities to earn a living.
200049	Reincarnated Beast	Before [NAME] was born, [ITS] mother dreamed of a black smoke with a strange beast inside. As a child it became clear that [ITS] strength was without compare and [ITS] bravery extraordinary.
200050	Volunteer Leader	[NAME] was not content with an ordinary life. After coming of age, he joined a volunteer army and ended up becoming the leader thanks to his extraordinary ability. One time they were ambushed by a rebel faction and [NAME] barely made it out alive.
200051	Divine Intervention	[NAME] was born to a family that was fairly well-off. [NAME] exhibited uncanny luck from a young age. He always seemed to get whatever card he needed while playing games. So many years playing made him go bald at an early age though.
200052	Traverser	[NAME] became a game designer as an adult. Lightning struck late at night while working overtime. In a flash [NAME] had traversed over to a new world. \nTraversing over had ill effects on [NAME]'s health though, though his mental clarity improved as a result. In this new world, [NAME] had to rely on their Intelligence to survive.
200053	Unlucky	[NAME]'s hometown was destroyed by a war between just and evil sects. [NAME] and [ITS] parents were forced out of the town by the war. \nTo escape the cruel realty, [NAME]'s father lost himself in gambling, and even sold [NAME] to the gambling den.
200054	Destitute	In the hands of the owner of the gambling den, [NAME] was resold various times until ended up in the hands of an Evil Sect that used [ENHIM] as a subject of experiments. One of the experiments backfired and [NAME] ended up being tossed into a mass grave. \n[NAME] was extremely lucky though, for as this one ended up blind in one eye, but escaped with [ITS] life. What's more, some strange changes had taken place in [ITS] body due to the experiments.
200055	Immortal Dream	There was an odd phenomena in the sky when [NAME] was born. When [NAME] was five years old, he dreamed that an Immortal had taught him a secret technique. After the fact, [IT] found that he had an amazing talent, he could create complicated tools and toys.
200056	Master Craftsman	After growing up, [NAME] became a renowned master craftsman and always remembered that dream from when he was young. He knew that there was a new world outside of the one that normal people experience. That world surely held true Artifact Crafting techniques. That was what he yearned for.
200057	Extraterrestrial	While he's not a great warrior, well rather he's better than a great warrior, but regardless no one knows actually knows where he came from, only that he's been to many places, met many people, and put many things back on the righteous Law. It also seems like he's resolved a lot of problems and some people seemed to recall after the fact that he used some gestures akin to rock, paper, scissors. He's undergone unpredictable changes and defeated many foes. Today, he has come to an all new world. What could be waiting for him...?
